rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,train/value_loss,train/advantages,train/clip_range,train/learning_rate,train/explained_variance,train/n_updates,train/returns,train/policy_gradient_loss,train/std,train/entropy_loss,train/approx_kl,train/loss,train/clip_fraction
235.24,465,1621,587,952320,-32.3271452,1.8822309659328311,-0.23904404044151306,0.2,0.0003,0.8589084595441818,4640,-11.554632186889648,-0.014629750773019623,0.2875850200653076,-0.446524462942034,0.023721665,0.26638346910476685,0.2361328125
235.05,466,1625,587,954368,-32.01020363,0.47054396420717237,0.17252910137176514,0.2,0.0003,0.9338027611374855,4650,-11.022747039794922,-0.017330973868229193,0.2842811644077301,-0.43242145236581564,0.031226957,0.05807887390255928,0.267919921875
235.72,467,1628,587,956416,-31.583607420000007,0.5753673537634313,0.4460409879684448,0.2,0.0003,0.8327716886997223,4660,-10.23516845703125,-0.015930897642829223,0.2811139225959778,-0.39749333197250963,0.030112818,0.07168925553560257,0.278076171875
234.71,468,1632,587,958464,-30.85673951,0.4652139735640958,0.295012503862381,0.2,0.0003,0.8963764533400536,4670,-9.50507926940918,-0.021141473481839056,0.27862784266471863,-0.3720215730369091,0.032931156,0.012096494436264038,0.249658203125
233.57,469,1635,587,960512,-30.452478609999993,0.35587508901953696,-0.03197561949491501,0.2,0.0003,0.9273420795798302,4680,-9.449541091918945,-0.020113364708959126,0.2749086320400238,-0.33928585834801195,0.028905338,0.06878072023391724,0.25185546875
233.63,470,1639,587,962560,-30.48030901,0.32056041569449006,-0.08651743829250336,0.2,0.0003,0.9143704250454903,4690,-10.408207893371582,-0.02199073438096093,0.27107203006744385,-0.29357554875314235,0.030726543,0.08597145229578018,0.275146484375
235.25,471,1642,587,964608,-30.257534690000004,0.2872729010181502,0.27143049240112305,0.2,0.0003,0.8963777124881744,4700,-10.261934280395508,-0.021095611269993243,0.269478440284729,-0.2622205544263124,0.02836643,0.044628992676734924,0.244287109375
234.76,472,1645,587,966656,-28.53843729,0.31339649844449013,-0.2881448268890381,0.2,0.0003,0.9055385589599609,4710,-9.227029800415039,-0.02089791043981677,0.27027302980422974,-0.25995586924254893,0.032699183,0.06156289950013161,0.2625
233.29,473,1649,587,968704,-28.481316260000003,0.27022339063696565,0.072812020778656,0.2,0.0003,0.9363880753517151,4720,-9.715677261352539,-0.0238862490223255,0.26912274956703186,-0.26151266768574716,0.033663508,0.003533877432346344,0.270556640625
234.36,474,1652,587,970752,-26.920108799999998,0.2744998002424836,-0.07758691906929016,0.2,0.0003,0.9206644147634506,4730,-9.025545120239258,-0.02329052176501136,0.26691046357154846,-0.24175341576337814,0.047706682,-0.0007606707513332367,0.27548828125
235.87,475,1656,587,972800,-27.01957996,0.20644734179368243,0.21862220764160156,0.2,0.0003,0.9392757937312126,4740,-9.670785903930664,-0.022972410915826913,0.26505088806152344,-0.21384305320680141,0.026976079,0.007207978516817093,0.2578125
240.11,476,1659,587,974848,-27.20785137,0.30530638119671494,-0.12556567788124084,0.2,0.0003,0.9379410035908222,4750,-8.430459022521973,-0.016544920743035617,0.2660870850086212,-0.20409503616392613,0.024777114,0.07023674249649048,0.228466796875
239.27,477,1662,587,976896,-27.671735219999995,0.2882063107099384,-0.004009108990430832,0.2,0.0003,0.939060602337122,4760,-10.06916332244873,-0.016367883931525284,0.26548099517822266,-0.2051766086369753,0.03316787,0.00846310704946518,0.275244140625
242.94,478,1666,587,978944,-28.09366424,0.5310833828989416,-0.006818830966949463,0.2,0.0003,0.9260688796639442,4770,-9.763689041137695,-0.025607841508463024,0.26655346155166626,-0.2105696439743042,0.03464053,0.2510780096054077,0.259423828125
241.04,479,1669,587,980992,-28.066305869999997,0.2839423223398626,0.31208178400993347,0.2,0.0003,0.9364826530218124,4780,-10.034669876098633,-0.021324457378068474,0.2649003267288208,-0.20793513767421246,0.02597737,0.05642050504684448,0.255078125
241.27,480,1673,587,983040,-27.76085458,0.23599795128684492,0.1583341360092163,0.2,0.0003,0.9325476065278053,4790,-9.238260269165039,-0.020594874220114433,0.2670586109161377,-0.21118552498519422,0.04130825,0.0638643354177475,0.270947265625
244.76,481,1676,587,985088,-27.81066629,0.33177598621696236,-0.02731472998857498,0.2,0.0003,0.9311565235257149,4800,-8.668584823608398,-0.020067801198456435,0.26605167984962463,-0.21090732961893083,0.027459133,0.021053064614534378,0.259619140625
246.06,482,1679,587,987136,-28.22717189,0.24599642101675273,0.13572511076927185,0.2,0.0003,0.9458645284175873,4810,-10.347678184509277,-0.025856488743738738,0.2651229202747345,-0.2044911202043295,0.039709143,0.0199899822473526,0.2505859375
249.35,483,1683,587,989184,-32.3069874,0.39239289208780975,-0.27607885003089905,0.2,0.0003,0.9276300147175789,4820,-8.218307495117188,-0.023140129110834094,0.2661655843257904,-0.19860695935785772,0.034419116,0.09903612732887268,0.254541015625
243.42,484,1686,587,991232,-32.09071755,8.576234678924084,-1.5539486408233643,0.2,0.0003,0.31831181049346924,4830,-11.095638275146484,-0.011130496551049873,0.26583072543144226,-0.20013759545981885,0.029256493,0.5202916860580444,0.18095703125
241.95,485,1690,587,993280,-31.66114766,0.5644753457047045,-0.29407474398612976,0.2,0.0003,0.8898483291268349,4840,-12.295795440673828,-0.02070834489277331,0.2633800804615021,-0.18022162057459354,0.037047572,0.07888567447662354,0.28671875
239.6,486,1693,587,995328,-31.402704169999993,0.3598797531798482,0.1067243218421936,0.2,0.0003,0.928778626024723,4850,-9.931486129760742,-0.0162822987724212,0.26174071431159973,-0.1624207254499197,0.030167151,0.06250276416540146,0.278173828125
236.32,487,1697,587,997376,-31.63555191,0.44080037632957103,-0.16865231096744537,0.2,0.0003,0.9035160765051842,4860,-8.91226577758789,-0.023758380269282498,0.2618168592453003,-0.1627741999924183,0.030459372,0.07642803341150284,0.27197265625
232.69,488,1700,587,999424,-31.50644963,0.45387663214933127,-0.399737149477005,0.2,0.0003,0.8619396835565567,4870,-10.559011459350586,-0.02485139096097555,0.2612728774547577,-0.16326349899172782,0.039119236,0.038960278034210205,0.2708984375
228.47,489,1703,587,1001472,-30.983708219999993,0.3627239978639409,-0.30342361330986023,0.2,0.0003,0.8772828206419945,4880,-10.046720504760742,-0.019173250906169413,0.2608649432659149,-0.15569837465882302,0.047346324,0.017532657831907272,0.2578125
226.41,490,1707,587,1003520,-30.866250610000005,0.30540863228961823,-0.09811997413635254,0.2,0.0003,0.9280494973063469,4890,-9.89813232421875,-0.01904185689490987,0.26194682717323303,-0.15703312754631044,0.024684161,0.04868407920002937,0.26142578125
228.17,491,1710,587,1005568,-31.254418049999998,0.3041681691072881,0.0609419047832489,0.2,0.0003,0.92857775837183,4900,-10.051309585571289,-0.021639615211461204,0.26265400648117065,-0.1668015941977501,0.027026817,0.004111520946025848,0.2607421875
226.5,492,1714,587,1007616,-31.017743520000007,0.34001850669737904,0.458583801984787,0.2,0.0003,0.8693009614944458,4910,-9.55526351928711,-0.01523845178890042,0.2608433663845062,-0.1616198427975178,0.029195448,0.03799677640199661,0.25078125
228.44,493,1717,587,1009664,-31.45277776,0.4409515297738835,0.5060439109802246,0.2,0.0003,0.910914920270443,4920,-11.004129409790039,-0.02127431657863781,0.2567041218280792,-0.12689443156123162,0.031795286,-0.0005149058997631073,0.282958984375
228.42,494,1721,587,1011712,-31.06620009,0.2869533237069845,0.2810177206993103,0.2,0.0003,0.9192506298422813,4930,-11.829623222351074,-0.02843628785776673,0.25460654497146606,-0.09467145130038261,0.04399401,0.00939369946718216,0.291552734375
231.01,495,1724,587,1013760,-27.523038030000002,0.2675043842755258,-0.07427665591239929,0.2,0.0003,0.9488311521708965,4940,-11.093080520629883,-0.020166597260686103,0.2515009939670563,-0.06549429409205913,0.049525,0.005030937492847443,0.28642578125
236.64,496,1727,587,1015808,-28.117015900000006,0.28224656378151847,0.377339243888855,0.2,0.0003,0.9258789792656898,4950,-10.068382263183594,-0.02027910988108488,0.2517029941082001,-0.05149614922702313,0.03730925,-0.001211896538734436,0.255859375
239.45,497,1731,587,1017856,-28.16292338,0.27158703178865834,0.012506773695349693,0.2,0.0003,0.9109628945589066,4960,-9.81143856048584,-0.025450681702932344,0.25204887986183167,-0.05826949775218963,0.0482039,0.02740117907524109,0.26640625
240.0,498,1734,587,1019904,-30.022563290000004,0.23955565695650877,0.0462842658162117,0.2,0.0003,0.9371859133243561,4970,-10.145008087158203,-0.01952349425991997,0.2502523958683014,-0.03969618603587151,0.033542134,0.011208608746528625,0.276220703125
244.77,499,1738,587,1021952,-30.33034438,2.966631235694513,-2.106091022491455,0.2,0.0003,0.3971138000488281,4980,-12.419397354125977,-0.0140203180257231,0.24927949905395508,-0.0299958236515522,0.106747694,0.14799003303050995,0.2021484375
247.27,500,1741,587,1024000,-30.634505150000006,0.2820070778951049,-0.12357506901025772,0.2,0.0003,0.9507978484034538,4990,-10.63329792022705,-0.024112147206324153,0.2484327107667923,-0.013529805094003677,0.046550706,0.03080308809876442,0.2869140625
250.93,501,1744,588,1026048,-31.12416642,0.8971169316675514,0.12002560496330261,0.2,0.0003,0.8526941537857056,5000,-12.093992233276367,-0.022463045324548146,0.24609994888305664,0.011930274963378906,0.03849247,0.10602167248725891,0.28525390625
252.34,502,1748,588,1028096,-31.328386289999997,0.27839224397903306,-0.12371943891048431,0.2,0.0003,0.93821806833148,5010,-11.982311248779297,-0.020010549838480073,0.24809665977954865,0.010881415009498597,0.03909128,0.025140434503555298,0.317333984375
252.53,503,1751,588,1030144,-31.4887338,0.4649758704472333,-0.19353942573070526,0.2,0.0003,0.9326547384262085,5020,-9.589456558227539,-0.019689216496772133,0.24965287744998932,-0.007917003333568573,0.03342525,0.07158024609088898,0.281640625
247.87,504,1755,588,1032192,-31.530445299999997,0.252134589292109,0.06773588061332703,0.2,0.0003,0.9531393833458424,5030,-9.629401206970215,-0.018172789647360334,0.24672918021678925,-0.003092825785279274,0.031746455,-0.016260959208011627,0.27529296875
245.08,505,1758,588,1034240,-31.558659130000002,0.3238387062912807,-0.13669933378696442,0.2,0.0003,0.9239878952503204,5040,-10.710803985595703,-0.025310037542294595,0.24562640488147736,0.02071194015443325,0.0349091,0.04457920417189598,0.304638671875
241.54,506,1762,588,1036288,-32.10941407,0.335681018861942,-0.3166038393974304,0.2,0.0003,0.9297326803207397,5050,-11.861136436462402,-0.02227337146032369,0.24634520709514618,0.017393944412469865,0.049280085,0.04261476919054985,0.29052734375
239.45,507,1765,588,1038336,-33.00096282,0.45439109720755366,-0.27834752202033997,0.2,0.0003,0.9038443267345428,5060,-12.225763320922852,-0.026800235740665812,0.24519039690494537,0.020080721005797386,0.03609015,0.015107531100511551,0.267236328125
236.14,508,1768,588,1040384,-32.85229411,0.600886509870179,0.02874806523323059,0.2,0.0003,0.8772889152169228,5070,-11.660347938537598,-0.018676084936305414,0.24591688811779022,0.02043241523206234,0.038277604,0.0397077314555645,0.273046875
234.0,509,1772,588,1042432,-31.43944722,0.29131578910164535,-0.1268787533044815,0.2,0.0003,0.9235419109463692,5080,-11.320083618164062,-0.017380459849664475,0.24445001780986786,0.023402559757232665,0.04124941,0.008775979280471802,0.289111328125
230.2,510,1775,588,1044480,-31.046472179999995,0.34585377518087623,0.10500670969486237,0.2,0.0003,0.939740464091301,5090,-12.005383491516113,-0.018326415597402956,0.242829367518425,0.03881378285586834,0.037428945,0.10457900166511536,0.293115234375
227.18,511,1779,588,1046528,-30.832786130000002,0.3283221353078261,0.18065465986728668,0.2,0.0003,0.9411019161343575,5100,-10.97941780090332,-0.016279285444761628,0.241693377494812,0.054969378560781476,0.02565499,0.05813879519701004,0.26455078125
219.21,512,1782,588,1048576,-30.435113389999998,0.31855007810518143,-0.2922116816043854,0.2,0.0003,0.9460836052894592,5110,-12.225242614746094,-0.020050497708143666,0.24177402257919312,0.059467997029423715,0.0350148,0.033575430512428284,0.297265625
218.99,513,1786,588,1050624,-30.99320004,0.3205887820106,-0.12851767241954803,0.2,0.0003,0.9195704981684685,5120,-10.153385162353516,-0.020742175693885655,0.23903869092464447,0.07915841825306416,0.037172265,0.017604339867830276,0.28369140625
216.59,514,1789,588,1052672,-31.029312830000002,0.5855531770270318,-0.3441106975078583,0.2,0.0003,0.8351820707321167,5130,-10.976613998413086,-0.023226396657992154,0.23855014145374298,0.09116945192217826,0.044692095,0.01652355119585991,0.224560546875
214.04,515,1792,588,1054720,-30.58651506,0.30080372367519886,-0.0412142351269722,0.2,0.0003,0.9300846233963966,5140,-10.570806503295898,-0.026117276828881587,0.2378639429807663,0.10104607492685318,0.040072612,0.02103395015001297,0.286181640625
214.42,516,1796,588,1056768,-29.80469644,0.3371721286093816,0.007459286600351334,0.2,0.0003,0.9208167791366577,5150,-11.138593673706055,-0.020369112613843755,0.2380145639181137,0.10598946288228035,0.040962122,0.10574448108673096,0.306689453125
210.62,517,1799,588,1058816,-29.21459105,0.3202831534668803,0.2908777892589569,0.2,0.0003,0.9167880564928055,5160,-11.959071159362793,-0.019628489174647257,0.23756925761699677,0.10034326277673244,0.050851464,0.06857235729694366,0.30615234375
213.93,518,1803,588,1060864,-28.989280800000007,0.4435612276312895,-0.3820882737636566,0.2,0.0003,0.853169396519661,5170,-11.540066719055176,-0.02214542371366406,0.23637425899505615,0.1127134021371603,0.06585939,0.1004544198513031,0.29423828125
213.67,519,1806,588,1062912,-28.811790289999998,0.4067240857519209,0.25761404633522034,0.2,0.0003,0.9107911363244057,5180,-9.898080825805664,-0.018623053439659996,0.23598997294902802,0.1246931754052639,0.03948251,0.12863396108150482,0.25908203125
214.73,520,1810,588,1064960,-28.739470420000004,0.3085574878612533,-0.11932181566953659,0.2,0.0003,0.8950269743800163,5190,-10.568105697631836,-0.02459466611253447,0.2371799349784851,0.11849781200289726,0.035392627,0.010500751435756683,0.283349609375
216.82,521,1813,588,1067008,-28.74174278,0.26977006178349255,0.08693008124828339,0.2,0.0003,0.8779135718941689,5200,-9.22531795501709,-0.02175255816837307,0.23584406077861786,0.1204654335975647,0.036818266,0.002587389200925827,0.30478515625
219.86,522,1816,588,1069056,-29.06062702,0.23832600137684495,0.12023556232452393,0.2,0.0003,0.9551191702485085,5210,-11.604133605957031,-0.026221377804176882,0.23628263175487518,0.1269735425710678,0.03738754,0.04063655063509941,0.276904296875
221.94,523,1820,588,1071104,-28.624311560000006,0.5040030025178567,-0.0359685979783535,0.2,0.0003,0.8447791934013367,5220,-10.853045463562012,-0.021635975620301905,0.23491507768630981,0.1368815578520298,0.03529486,0.0393783263862133,0.2744140625
225.26,524,1823,588,1073152,-28.27684385,0.3227978313108906,0.04842071235179901,0.2,0.0003,0.8854776993393898,5230,-9.186846733093262,-0.021333987703110326,0.23589719831943512,0.1381414145231247,0.042017996,0.02740766853094101,0.265185546875
225.95,525,1827,588,1075200,-28.56173211,0.23968934649601578,0.322255939245224,0.2,0.0003,0.9476960003376007,5240,-9.9753999710083,-0.02397742966277292,0.233106330037117,0.15407074727118014,0.03569913,-0.007460389286279678,0.2875
230.58,526,1830,588,1077248,-29.075748080000004,0.4385339614702389,-0.005631677806377411,0.2,0.0003,0.9182030037045479,5250,-9.812202453613281,-0.02374461063009221,0.2335229367017746,0.17033464647829533,0.03594941,0.06845012307167053,0.25791015625
228.7,527,1834,588,1079296,-29.189901779999996,0.3466750668827444,0.10792088508605957,0.2,0.0003,0.9617009945213795,5260,-11.477821350097656,-0.016193789675890004,0.23499484360218048,0.15873667560517787,0.031936627,0.05059848725795746,0.283984375
227.33,528,1837,588,1081344,-28.559206829999997,0.41054375474341215,-0.19979429244995117,0.2,0.0003,0.9410132877528667,5270,-11.380446434020996,-0.01840031031606486,0.23371835052967072,0.16249423623085021,0.027464129,0.07526297867298126,0.266064453125
222.59,529,1840,588,1083392,-28.261249980000002,0.5412541313329712,0.05290151387453079,0.2,0.0003,0.9037033542990685,5280,-11.037748336791992,-0.022169412652147003,0.22898320853710175,0.20483679361641408,0.034137487,0.31805115938186646,0.266796875
223.33,530,1844,588,1085440,-28.248378149999997,0.40222216374240816,0.06799136102199554,0.2,0.0003,0.9222030267119408,5290,-10.683584213256836,-0.01923395018093288,0.2274288684129715,0.24163791723549366,0.027210187,0.10871247202157974,0.281689453125
222.29,531,1847,588,1087488,-28.12796436,0.2951445627724752,0.12578213214874268,0.2,0.0003,0.9247223362326622,5300,-10.329298973083496,-0.016309367073699833,0.22513331472873688,0.2629406530410051,0.035690296,0.03661391884088516,0.2763671875
221.34,532,1851,588,1089536,-27.678632229999998,0.30723027596250174,0.12139616906642914,0.2,0.0003,0.9236733242869377,5310,-10.789921760559082,-0.021982625179225578,0.2230600267648697,0.2886833731085062,0.04251093,0.049225784838199615,0.293603515625
220.09,533,1854,588,1091584,-27.520614490000003,0.31719120957423,0.23191408812999725,0.2,0.0003,0.8928041681647301,5320,-9.919527053833008,-0.021308525174390525,0.22266928851604462,0.3065164551138878,0.036831237,-0.021968595683574677,0.2912109375
219.72,534,1858,588,1093632,-27.51448902,0.3099284705007449,-0.19653533399105072,0.2,0.0003,0.9410442933440208,5330,-10.623800277709961,-0.022600280507322167,0.22128961980342865,0.3272832754999399,0.047915354,0.007629796862602234,0.30546875
214.22,535,1861,588,1095680,-27.46661187,0.26426550731994214,0.21313397586345673,0.2,0.0003,0.9498712383210659,5340,-9.977983474731445,-0.015283876248577143,0.2201981544494629,0.33687622360885144,0.038579836,0.04255829006433487,0.30419921875
215.16,536,1864,588,1097728,-28.40684251,0.4218148934422061,-0.5905017852783203,0.2,0.0003,0.9112964197993279,5350,-12.33963680267334,-0.021771488954254892,0.2202717512845993,0.34271346144378184,0.041873325,0.028671327978372574,0.28701171875
210.71,537,1868,588,1099776,-28.00577612,1.1063450980465859,-0.8215757012367249,0.2,0.0003,0.7136563360691071,5360,-11.290756225585938,-0.02707447860011598,0.21906407177448273,0.3503206245601177,0.05096965,0.05522887408733368,0.228076171875
209.65,538,1871,588,1101824,-28.204205110000004,0.5597880867309868,-0.23550108075141907,0.2,0.0003,0.9075718000531197,5370,-10.929104804992676,-0.025888034208037425,0.21609747409820557,0.3830903824418783,0.044859037,0.07510270923376083,0.293212890625
209.18,539,1875,588,1103872,-28.538717840000004,0.4757328985258937,-0.01188188698142767,0.2,0.0003,0.8940509557723999,5380,-12.614648818969727,-0.02005246056942269,0.2176363617181778,0.3865382196381688,0.03314492,0.13366401195526123,0.26533203125
209.77,540,1878,588,1105920,-28.75933222,0.38993049890268594,0.018672920763492584,0.2,0.0003,0.8811718672513962,5390,-12.00448989868164,-0.02169792417116696,0.21617652475833893,0.3830520248040557,0.040153913,0.03696784749627113,0.304931640625
209.15,541,1882,588,1107968,-28.80083698,0.3559218050446361,-0.36974209547042847,0.2,0.0003,0.9236091002821922,5400,-11.567290306091309,-0.022883067806105828,0.21589641273021698,0.39972196202725174,0.047320444,0.003758244216442108,0.3240234375
210.01,542,1885,588,1110016,-28.73501575,0.32062184864189475,0.32285332679748535,0.2,0.0003,0.9424697384238243,5410,-11.52168083190918,-0.026170414662919937,0.21392233669757843,0.42652339581400156,0.04590302,0.08617312461137772,0.324462890625
210.89,543,1888,588,1112064,-29.155349359999995,0.23590478835394607,0.33016836643218994,0.2,0.0003,0.9507246278226376,5420,-11.238250732421875,-0.01953643076994922,0.2131059616804123,0.4438946383073926,0.037927218,0.050488267093896866,0.301611328125
210.96,544,1892,588,1114112,-29.318513090000007,0.2932988470187411,0.07872630655765533,0.2,0.0003,0.9436417669057846,5430,-11.155780792236328,-0.022590447500988375,0.21280868351459503,0.45145701710134745,0.03430672,0.028472349047660828,0.293798828125
211.79,545,1895,588,1116160,-29.31794421,0.368281989893876,0.4390566349029541,0.2,0.0003,0.9234845265746117,5440,-10.927584648132324,-0.023343511224084068,0.2111208587884903,0.4684668114408851,0.042001978,0.0269402414560318,0.2880859375
214.37,546,1899,588,1118208,-30.0973193,0.38309479053132234,-0.03156517818570137,0.2,0.0003,0.9446706660091877,5450,-10.806318283081055,-0.019554926728596912,0.210798442363739,0.4816744426265359,0.038643718,0.06384481489658356,0.301953125
217.38,547,1902,588,1120256,-29.45166808,1.8390339188743383,-0.09669391810894012,0.2,0.0003,0.5244151055812836,5460,-11.663797378540039,-0.02261018434073776,0.20996661484241486,0.48815542794764044,0.044692673,0.008278913795948029,0.2482421875
220.5,548,1906,588,1122304,-29.707086619999995,0.3610964832827449,0.33301374316215515,0.2,0.0003,0.9410580359399319,5470,-10.492100715637207,-0.022344284353312104,0.20946137607097626,0.5032989099621773,0.041899767,0.07610943168401718,0.341455078125
224.68,549,1909,588,1124352,-30.28938623,0.43616155472118406,-0.014613315463066101,0.2,0.0003,0.9192383661866188,5480,-10.22299575805664,-0.02052400815009605,0.21032018959522247,0.4984270386397839,0.04078065,0.048702798783779144,0.302978515625
225.99,550,1912,588,1126400,-29.96540794,0.5903182961745188,-0.40282025933265686,0.2,0.0003,0.8887948021292686,5490,-12.588518142700195,-0.014369953593995888,0.20993627607822418,0.49254947267472743,0.046129316,0.035233162343502045,0.29853515625
224.73,551,1916,588,1128448,-30.00437654,0.435168718919158,0.3698117733001709,0.2,0.0003,0.9230488538742065,5500,-10.696514129638672,-0.026070312459341948,0.209702730178833,0.5003935219720006,0.042366754,0.094464510679245,0.3294921875
216.95,552,1919,588,1130496,-29.758503819999998,0.4978896268643439,-0.03457384929060936,0.2,0.0003,0.8546103835105896,5510,-13.263999938964844,-0.013885920426400845,0.2091681957244873,0.5030469253659249,0.059620637,0.030890613794326782,0.31787109375
213.24,553,1923,588,1132544,-30.032111269999994,0.38012176887132226,0.01579621434211731,0.2,0.0003,0.929216243326664,5520,-10.807113647460938,-0.02349140699079726,0.2075134515762329,0.513685104995966,0.043612696,0.1012902483344078,0.331103515625
214.31,554,1926,588,1134592,-29.977976779999995,0.5643915592692792,-0.04205663502216339,0.2,0.0003,0.8713492304086685,5530,-12.241373062133789,-0.024444052143371663,0.20569026470184326,0.5341362938284874,0.058108836,0.21346305310726166,0.2921875
216.23,555,1930,588,1136640,-30.28288408,0.2814552284660749,0.28638118505477905,0.2,0.0003,0.9271688610315323,5540,-10.806337356567383,-0.019093684254039546,0.20649783313274384,0.5486640753224492,0.040674206,-0.00015247613191604614,0.330615234375
211.78,556,1933,588,1138688,-29.045520899999996,0.23049604245461525,-0.010131873190402985,0.2,0.0003,0.9557651095092297,5550,-10.729117393493652,-0.024209290872386192,0.20768886804580688,0.5328039839863777,0.045673657,0.03904089331626892,0.33720703125
209.54,557,1936,588,1140736,-28.95879313,0.3312122965697199,0.09474484622478485,0.2,0.0003,0.927376851439476,5560,-11.968019485473633,-0.022182075943419477,0.20542554557323456,0.5483206661418081,0.041398436,0.09378527104854584,0.30244140625
205.24,558,1940,588,1142784,-28.841763299999997,0.3043265744810924,0.1015549749135971,0.2,0.0003,0.9352473616600037,5570,-10.913503646850586,-0.027141489333007484,0.20495067536830902,0.5639314156025648,0.04459444,0.014747809618711472,0.326806640625
206.61,559,1943,588,1144832,-28.51814102,0.258067785250023,-0.1888425201177597,0.2,0.0003,0.9557490758597851,5580,-11.506307601928711,-0.0203978306875797,0.20596636831760406,0.5633806902915239,0.03516269,0.07623031735420227,0.302587890625
209.56,560,1947,588,1146880,-28.815307760000007,0.3760688395006582,0.011312086135149002,0.2,0.0003,0.8799756318330765,5590,-10.710543632507324,-0.023661576469021384,0.2045392543077469,0.5613464130088687,0.044892456,0.039634108543395996,0.306591796875
209.88,561,1950,588,1148928,-28.6310753,0.33691067376639694,-0.16660234332084656,0.2,0.0003,0.9302159622311592,5600,-11.210783004760742,-0.013148588868352818,0.20326316356658936,0.5811599155887961,0.04118605,0.025905337184667587,0.31435546875
212.91,562,1954,588,1150976,-28.909969469999997,0.34978141719475386,-0.1155238226056099,0.2,0.0003,0.937791932374239,5610,-9.998443603515625,-0.02256130815076176,0.2001618891954422,0.6152928940951824,0.040323183,0.16063252091407776,0.293505859375
215.35,563,1957,589,1153024,-29.022489459999996,0.5332152153830976,-0.2757512331008911,0.2,0.0003,0.9085194617509842,5620,-11.061904907226562,-0.024407049158617154,0.200694277882576,0.6280740197747946,0.04255005,0.0710013210773468,0.3228515625
218.58,564,1961,589,1155072,-29.22127117,0.2800439037848264,-0.32705628871917725,0.2,0.0003,0.9392045587301254,5630,-12.756000518798828,-0.026111178885912523,0.20104949176311493,0.6171620972454548,0.049954876,0.010160628706216812,0.30888671875
219.74,565,1964,589,1157120,-28.669156930000003,0.3444116123719141,-0.36486583948135376,0.2,0.0003,0.8864202350378036,5640,-10.668447494506836,-0.025100578753335868,0.20049011707305908,0.6208797434344888,0.04716002,-0.0021209828555583954,0.31357421875
217.34,566,1967,589,1159168,-28.373272180000008,0.20007258901605382,0.17210708558559418,0.2,0.0003,0.9526765309274197,5650,-9.602984428405762,-0.024272599996766075,0.20069146156311035,0.6268429681658745,0.046908364,0.005878817290067673,0.31337890625
218.87,567,1971,589,1161216,-28.227407130000003,0.40128655566368254,0.13347914814949036,0.2,0.0003,0.9237532317638397,5660,-9.233236312866211,-0.02228339478606358,0.2002515196800232,0.6290517389774323,0.03334201,0.09971871972084045,0.306787109375
218.19,568,1974,589,1163264,-28.100943130000005,0.37049476921092717,-0.1478348970413208,0.2,0.0003,0.9384241327643394,5670,-10.089898109436035,-0.02026581749705656,0.19932465255260468,0.6370007488876581,0.0373952,0.062468841671943665,0.3009765625
217.58,569,1978,589,1165312,-28.01387772000001,0.3793016992043704,0.04705948382616043,0.2,0.0003,0.9472447335720062,5680,-10.565455436706543,-0.014349453184695448,0.20007967948913574,0.6404276818037034,0.033281036,0.07676912844181061,0.313720703125
217.0,570,1981,589,1167360,-27.65419133,0.4163175741676241,-0.2494681179523468,0.2,0.0003,0.923068605363369,5690,-11.352705001831055,-0.01906388093921123,0.1985616683959961,0.6451738288626074,0.060119502,0.08507329970598221,0.32958984375
216.24,571,1984,589,1169408,-27.72625219,0.257572949398309,0.3864211142063141,0.2,0.0003,0.9225994199514389,5700,-10.090917587280273,-0.019430789351463317,0.19719956815242767,0.6648464266210794,0.03395936,0.026093609631061554,0.3478515625
219.8,572,1988,589,1171456,-28.411341970000002,0.26194455816876144,-0.0861380398273468,0.2,0.0003,0.9355787634849548,5710,-10.183065414428711,-0.024668066484446173,0.19740068912506104,0.6690807608887553,0.057283662,0.010584235191345215,0.337255859375
226.29,573,1991,589,1173504,-28.698640249999997,1.1806626519188286,-0.5754210948944092,0.2,0.0003,0.5992985963821411,5720,-10.772584915161133,-0.023595633686636575,0.1946966052055359,0.6838019881397486,0.056510147,0.03107592463493347,0.26953125
229.57,574,1995,589,1175552,-28.626266840000003,0.34364349480019885,-0.25092390179634094,0.2,0.0003,0.8590204119682312,5730,-9.66845989227295,-0.014952978251676541,0.19387733936309814,0.7150382164865732,0.05264636,0.004052955657243729,0.3037109375
230.53,575,1998,589,1177600,-28.17117017,0.38902197070419786,-0.1097351461648941,0.2,0.0003,0.9231866300106049,5740,-10.506281852722168,-0.027940903868875468,0.1912374496459961,0.7393578194081784,0.05360496,0.015919052064418793,0.343701171875
224.28,576,2002,589,1179648,-28.298177459999998,0.2526587937958539,0.08468542993068695,0.2,0.0003,0.9578531086444855,5750,-10.562067031860352,-0.023277893687190954,0.19145531952381134,0.7582858204841614,0.037448715,0.022430209442973137,0.339501953125
223.81,577,2005,589,1181696,-28.571344399999997,0.49960352340713143,-0.28360846638679504,0.2,0.0003,0.9264336451888084,5760,-10.622689247131348,-0.017820930398011116,0.1904095560312271,0.7682500302791595,0.046243884,0.15685085952281952,0.313818359375
221.37,578,2008,589,1183744,-28.87743253,0.34875226886942984,-0.17874859273433685,0.2,0.0003,0.9378965273499489,5770,-11.119451522827148,-0.017662176111480223,0.1910160332918167,0.7724058089777828,0.04452206,0.0342034250497818,0.3189453125
