rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,train/value_loss,train/advantages,train/clip_range,train/learning_rate,train/explained_variance,train/n_updates,train/returns,train/policy_gradient_loss,train/std,train/entropy_loss,train/approx_kl,train/loss,train/clip_fraction
155.67,197,700,576,403456,-26.76308774,0.739954088581726,0.07940845936536789,0.2,0.0003,0.8700169920921326,1960,-13.118165969848633,-0.017122901089896912,0.6842564940452576,-3.0267549023032188,0.014191746,0.11525186896324158,0.15205078125
155.48,198,703,576,405504,-26.493644789999998,0.6886362324468791,0.11501955986022949,0.2,0.0003,0.8658125400543213,1970,-12.109694480895996,-0.016473415048676544,0.6830036044120789,-3.0292181186378,0.01429002,0.1490594744682312,0.130908203125
153.37,199,706,576,407552,-26.28534172,0.7882433192804456,-0.2900436520576477,0.2,0.0003,0.8860288858413696,1980,-11.450712203979492,-0.012923890248930547,0.6836110949516296,-3.0272394366562367,0.011608678,0.4296295642852783,0.102197265625
152.14,200,710,576,409600,-25.948271750000004,0.5240726973395795,0.2092633992433548,0.2,0.0003,0.8811071142554283,1990,-12.725582122802734,-0.016165380882739555,0.6824976801872253,-3.0199136272072793,0.012550039,0.14108127355575562,0.126513671875
152.75,201,713,576,411648,-26.114910169999998,0.7775592029094696,0.04437626898288727,0.2,0.0003,0.8503991663455963,2000,-12.63964557647705,-0.017782791846548206,0.6817634701728821,-3.0169690996408463,0.01274718,0.22337526082992554,0.137841796875
149.67,202,717,576,413696,-25.244471039999997,0.6993999167811126,0.03770577162504196,0.2,0.0003,0.7605589777231216,2010,-12.546573638916016,-0.0171931461271015,0.6809520721435547,-3.0118055187165735,0.01333064,0.10734546929597855,0.1173828125
147.52,203,720,576,415744,-25.144717239999995,0.783377080783248,-0.15553805232048035,0.2,0.0003,0.8464765399694443,2020,-11.530327796936035,-0.014726339801563881,0.6886482238769531,-3.026463856548071,0.011727255,0.25846490263938904,0.11904296875
146.58,204,724,576,417792,-25.11555493,0.7499268871266395,-0.05867263674736023,0.2,0.0003,0.8091816753149033,2030,-12.364559173583984,-0.021352024939551482,0.6874440312385559,-3.04030047878623,0.01585461,0.10783187299966812,0.142822265625
147.22,205,727,576,419840,-25.091182589999995,0.6081919936463237,-0.04103132337331772,0.2,0.0003,0.8541074693202972,2040,-11.647419929504395,-0.014205433093593456,0.6828935146331787,-3.0297749638557434,0.010461604,0.12644696235656738,0.101416015625
147.23,206,731,576,421888,-25.59600027,0.6096776152495295,0.10693975538015366,0.2,0.0003,0.8635013997554779,2050,-11.61272144317627,-0.014280135461012833,0.679212749004364,-3.011201687157154,0.011251775,0.1817592829465866,0.109619140625
149.09,207,734,576,423936,-25.822762179999998,0.9314871509559453,-0.6190263032913208,0.2,0.0003,0.748877078294754,2060,-11.895885467529297,-0.019139370566699655,0.67445307970047,-2.986606778204441,0.012490589,0.17067959904670715,0.119921875
142.4,208,738,576,425984,-27.707940269999998,0.5556798434350639,0.0007469616830348969,0.2,0.0003,0.875417172908783,2070,-12.50886058807373,-0.017481578773004002,0.6635528802871704,-2.953725477308035,0.01430985,0.11042455583810806,0.130859375
139.23,209,741,576,428032,-27.283613560000003,5.3506315760314465,-2.9900219440460205,0.2,0.0003,0.056673645973205566,2080,-15.015120506286621,-0.016671179041441064,0.6656907200813293,-2.9250843942165377,0.014964156,3.0345609188079834,0.104931640625
136.84,210,745,577,430080,-27.379712790000003,0.8274235405959189,-0.11705419421195984,0.2,0.0003,0.7873914837837219,2090,-12.65121078491211,-0.014090952739206842,0.6701440215110779,-2.9407925970852373,0.013688569,0.26404404640197754,0.123583984375
133.63,211,748,577,432128,-27.12461932,0.8513722506351769,-0.7269116044044495,0.2,0.0003,0.8354303985834122,2100,-12.537351608276367,-0.014642430229287129,0.6721060872077942,-2.9514695033431053,0.0112750465,0.3518514335155487,0.102294921875
135.5,212,752,577,434176,-27.22117652,0.7690117043443024,0.0029698554426431656,0.2,0.0003,0.8628890365362167,2110,-12.951285362243652,-0.01640884033695329,0.6698843836784363,-2.947817838191986,0.012138318,0.13372287154197693,0.128271484375
135.22,213,755,577,436224,-26.732740630000002,0.6244802933186293,-0.143748477101326,0.2,0.0003,0.8709838837385178,2120,-11.873336791992188,-0.015159427737671649,0.673633873462677,-2.943531672656536,0.01419424,0.13789215683937073,0.150244140625
133.08,214,759,577,438272,-24.63040485,0.643858429742977,0.12470772117376328,0.2,0.0003,0.8594271689653397,2130,-11.951409339904785,-0.017570718057686462,0.6701729893684387,-2.9439667247235777,0.010540819,0.23563244938850403,0.11884765625
139.38,215,762,577,440320,-25.231101230000004,0.6653186379000544,-0.45299607515335083,0.2,0.0003,0.8543568104505539,2140,-13.435601234436035,-0.019621388768428005,0.6691396236419678,-2.936304683238268,0.014044609,0.12836512923240662,0.147021484375
142.62,216,766,577,442368,-25.88165266,0.48046554075554015,0.2612597644329071,0.2,0.0003,0.8916958868503571,2150,-13.13776683807373,-0.013788867970288266,0.6703703999519348,-2.9423033140599726,0.012693295,0.0787956491112709,0.138525390625
141.24,217,769,577,444416,-25.423135499999997,0.5979585494380444,-0.21195748448371887,0.2,0.0003,0.8601682335138321,2160,-12.32733154296875,-0.016316540112893563,0.6694183349609375,-2.9364211939275267,0.0123637,0.1367756873369217,0.11591796875
136.47,218,773,577,446464,-25.22421604,0.8008497800678015,-0.19128525257110596,0.2,0.0003,0.8253650814294815,2170,-13.502555847167969,-0.0197170100567746,0.6649253964424133,-2.926211080700159,0.011016734,0.2941373586654663,0.104638671875
134.44,219,776,577,448512,-24.98547986,0.953377447463572,0.24949760735034943,0.2,0.0003,0.8107435703277588,2180,-11.912702560424805,-0.012958373101719189,0.6638649106025696,-2.9219898499548433,0.010009466,0.29343459010124207,0.119384765625
136.24,220,780,577,450560,-25.071565250000003,0.6698397036176175,0.3037622570991516,0.2,0.0003,0.8658110797405243,2190,-12.789247512817383,-0.012499838751682545,0.6566271781921387,-2.9088349901139736,0.010904752,0.2363196313381195,0.1099609375
137.89,221,783,577,452608,-25.272812979999998,0.5811813830398023,0.21365082263946533,0.2,0.0003,0.8090497255325317,2200,-11.836891174316406,-0.01904015167237958,0.6504504680633545,-2.880081382393837,0.019644143,0.14311149716377258,0.18359375
140.34,222,787,577,454656,-30.849556799999995,0.5388660721946508,-0.22131173312664032,0.2,0.0003,0.8300488889217377,2210,-11.228419303894043,-0.015714610298164188,0.6490760445594788,-2.8630367420613765,0.014186241,0.08907371759414673,0.13466796875
141.88,223,790,577,456704,-30.80682651,15.456166100502013,-3.8854081630706787,0.2,0.0003,-1.2355029582977295,2220,-14.62517261505127,-0.006221264190389775,0.6497843861579895,-2.8651024647057057,0.009277941,0.6902399659156799,0.0744140625
145.17,224,794,577,458752,-30.808293529999993,1.3175957933533937,0.6058381199836731,0.2,0.0003,0.7234880030155182,2230,-12.563565254211426,-0.011451089117326774,0.6426449418067932,-2.856677587330341,0.0110745095,0.28178671002388,0.103515625
151.31,225,797,577,460800,-31.03617618,0.7545822359621525,0.06789615750312805,0.2,0.0003,0.8359337002038956,2240,-11.11856746673584,-0.015910876881389414,0.6331179141998291,-2.8187805764377116,0.0114298025,0.3002811372280121,0.144873046875
157.54,226,801,577,462848,-32.261862369999996,0.7482596273999661,0.11783608049154282,0.2,0.0003,0.8432010859251022,2250,-11.863511085510254,-0.015662134032754692,0.6295152306556702,-2.7885269738733767,0.01417461,0.1839393526315689,0.139599609375
156.68,227,804,577,464896,-32.25904952,2.148296958953142,-0.6899674534797668,0.2,0.0003,0.6710226535797119,2260,-13.232064247131348,-0.015077755178208464,0.632362425327301,-2.783380153030157,0.01262776,0.27909940481185913,0.114892578125
157.64,228,808,577,466944,-32.501753459999996,0.5844757955987007,-0.32537877559661865,0.2,0.0003,0.9054845497012138,2270,-12.073375701904297,-0.01585345911080367,0.6336224675178528,-2.788519137352705,0.015318197,0.14791758358478546,0.144189453125
153.33,229,811,577,468992,-26.68344483,0.5746321577578783,-0.03261918947100639,0.2,0.0003,0.8992081508040428,2280,-12.979536056518555,-0.01731048654546612,0.641487181186676,-2.8080294117331506,0.016093373,0.09041610360145569,0.161962890625
152.14,230,814,577,471040,-26.17095039,0.8326268834993243,-0.17355401813983917,0.2,0.0003,0.825862929224968,2290,-12.512256622314453,-0.01885667178867152,0.6357806324958801,-2.809403260797262,0.013148511,0.21348705887794495,0.12939453125
149.03,231,818,578,473088,-26.28499506,0.6230402138084173,0.196963831782341,0.2,0.0003,0.8572132736444473,2300,-11.996235847473145,-0.013921163968916517,0.6282500624656677,-2.7734751760959626,0.013433472,0.18683722615242004,0.12509765625
149.04,232,821,578,475136,-27.00007503000001,0.5926508309785277,0.04949204996228218,0.2,0.0003,0.8460051417350769,2310,-13.136009216308594,-0.014106572957825848,0.6227462291717529,-2.746416538953781,0.013781754,0.13200876116752625,0.135595703125
144.47,233,825,578,477184,-26.15804003,0.671467318199575,-0.12337038666009903,0.2,0.0003,0.8142275214195251,2320,-12.028078079223633,-0.015155130595667287,0.6213489174842834,-2.728889087587595,0.0136585105,0.12472088634967804,0.1302734375
146.94,234,828,578,479232,-26.602089580000005,0.5463387033436448,-0.03403441607952118,0.2,0.0003,0.8298794329166412,2330,-12.401063919067383,-0.01691950756503502,0.6127093434333801,-2.702352410554886,0.012328915,0.12442120909690857,0.1435546875
148.72,235,832,578,481280,-27.04609571,0.5878463193774224,-0.2117396891117096,0.2,0.0003,0.8609056323766708,2340,-13.506881713867188,-0.020536842514411548,0.6066382527351379,-2.670520385354757,0.015740994,0.20906497538089752,0.164453125
150.36,236,835,578,483328,-26.89310539999999,0.3650994638213888,0.1325160264968872,0.2,0.0003,0.9203277304768562,2350,-13.243515968322754,-0.01886604155297391,0.6051928400993347,-2.6584559850394727,0.014031688,0.042387425899505615,0.131982421875
149.28,237,839,578,485376,-26.827627619999994,0.7339950075373054,0.22652417421340942,0.2,0.0003,0.857383981347084,2360,-12.360244750976562,-0.019358087648288346,0.6025540232658386,-2.645819165557623,0.016777601,0.2665266692638397,0.155322265625
150.54,238,842,578,487424,-27.201629819999997,0.5448623255826532,0.40361592173576355,0.2,0.0003,0.8852111548185349,2370,-12.716721534729004,-0.017702253253082743,0.6033079028129578,-2.6424736581742763,0.011814461,0.14345329999923706,0.140771484375
148.83,239,846,578,489472,-26.10031907,0.5951672754716129,-0.1143825575709343,0.2,0.0003,0.8041671216487885,2380,-12.632306098937988,-0.013917212504020426,0.6019690036773682,-2.6371118478477,0.011339764,0.10210322588682175,0.13037109375
152.41,240,849,578,491520,-26.3472235,0.5517310482915491,0.13078701496124268,0.2,0.0003,0.8574381917715073,2390,-11.380632400512695,-0.014570493542123586,0.5983659625053406,-2.6267042182385922,0.013225256,0.20751893520355225,0.150537109375
152.77,241,853,578,493568,-26.432741299999996,0.48669459745287896,-0.2737117409706116,0.2,0.0003,0.8644783347845078,2400,-12.670059204101562,-0.018656368473602924,0.594448983669281,-2.6038999669253826,0.021187808,0.0994071289896965,0.15380859375
151.45,242,856,578,495616,-26.054948850000006,0.5455944692716003,-0.15658597648143768,0.2,0.0003,0.8917549550533295,2410,-12.206459999084473,-0.016820629936410113,0.5835866928100586,-2.5639114432036876,0.012714934,0.14886796474456787,0.119775390625
151.57,243,860,578,497664,-26.27503662,0.4727250187657773,-0.12270618975162506,0.2,0.0003,0.8676740527153015,2420,-12.873908996582031,-0.017032229181495495,0.5798144936561584,-2.525867325812578,0.015707545,0.10115841031074524,0.1548828125
155.16,244,863,578,499712,-26.24202572,0.7084404546767473,-0.3425721228122711,0.2,0.0003,0.8325648605823517,2430,-12.73812484741211,-0.017834963655332103,0.5837618708610535,-2.524914441257715,0.013071277,0.1688103824853897,0.132958984375
157.28,245,867,578,501760,-26.93638719,0.44426584960892795,0.16962257027626038,0.2,0.0003,0.8817585036158562,2440,-11.582145690917969,-0.01820879521474126,0.5852106809616089,-2.5388885244727133,0.015151303,0.15522879362106323,0.1435546875
158.19,246,870,578,503808,-27.049170829999994,0.44671955006197095,-0.3916928470134735,0.2,0.0003,0.9198647886514664,2450,-13.074857711791992,-0.016017554362042573,0.5841889977455139,-2.5384509943425657,0.013918542,0.03793603554368019,0.12783203125
161.97,247,874,578,505856,-27.658599519999992,0.5343143107835203,0.09845264256000519,0.2,0.0003,0.8995230197906494,2460,-12.922752380371094,-0.017690022224269342,0.583734929561615,-2.5301370903849603,0.014378779,0.06828668713569641,0.13974609375
164.17,248,877,578,507904,-27.82894013,0.5906851524021477,-0.052305981516838074,0.2,0.0003,0.8433268070220947,2470,-12.362590789794922,-0.016032800398534164,0.5791181921958923,-2.515084683150053,0.013701731,0.17787961661815643,0.1271484375
162.56,249,880,578,509952,-27.463692660000003,0.523988270945847,0.14993533492088318,0.2,0.0003,0.8783264383673668,2480,-12.766477584838867,-0.013901766086928547,0.5796307921409607,-2.5010904841125012,0.019727264,0.08759000897407532,0.1490234375
161.78,250,884,578,512000,-27.58342807,0.685077045392245,-0.018807418644428253,0.2,0.0003,0.8732034265995026,2490,-11.78028678894043,-0.021798619884066284,0.5787469744682312,-2.49684799388051,0.0140627865,0.14177173376083374,0.14462890625
162.03,251,887,578,514048,-27.5575087,0.510189626691863,-0.15324588119983673,0.2,0.0003,0.8838523775339127,2500,-12.448051452636719,-0.019138904893770813,0.5784964561462402,-2.4944346927106382,0.013967554,0.04017045721411705,0.1345703125
163.04,252,891,579,516096,-27.5884346,0.5390743549913168,-0.26862069964408875,0.2,0.0003,0.7670468837022781,2510,-11.791196823120117,-0.02155061764860875,0.577075719833374,-2.486767005175352,0.017936947,0.15681485831737518,0.152099609375
166.62,253,894,579,518144,-27.519969429999993,0.43400365880224856,0.08392374217510223,0.2,0.0003,0.8430953025817871,2520,-11.916643142700195,-0.011251399813045283,0.5708296895027161,-2.4659168727695944,0.018987726,0.09609688073396683,0.147998046875
166.61,254,898,579,520192,-27.16264805,0.3420565433101729,0.27841582894325256,0.2,0.0003,0.8656005263328552,2530,-11.227008819580078,-0.017021746579848694,0.569176971912384,-2.445261688530445,0.012826855,0.08517386019229889,0.14130859375
167.16,255,901,579,522240,-26.98734453,0.5297847030218691,-0.3691539466381073,0.2,0.0003,0.8893897235393524,2540,-12.786454200744629,-0.016713512496789918,0.5662601590156555,-2.4288093499839305,0.012690038,0.1272980272769928,0.1361328125
166.84,256,905,579,524288,-26.6123463,0.39737420841120186,0.3402848243713379,0.2,0.0003,0.9183236658573151,2550,-12.294845581054688,-0.01782896506920224,0.5616472363471985,-2.402602480351925,0.017334707,0.08811365067958832,0.158544921875
167.75,257,908,579,526336,-26.230999220000005,0.45969425793737173,0.3683803081512451,0.2,0.0003,0.8363946825265884,2560,-10.455774307250977,-0.018219779972423567,0.5575830340385437,-2.3810525581240656,0.017841093,0.12375177443027496,0.160107421875
170.12,258,912,579,528384,-26.56462496,0.4951856364030391,0.04731043428182602,0.2,0.0003,0.8833695128560066,2570,-11.932149887084961,-0.019196407149138395,0.5568161606788635,-2.3679882481694223,0.01580944,0.12800666689872742,0.162353515625
170.15,259,915,579,530432,-26.675806249999997,0.3930838284781203,-0.1034548208117485,0.2,0.0003,0.9001378044486046,2580,-12.058259010314941,-0.02225700084673008,0.5591724514961243,-2.3752146527171134,0.018991107,0.051791563630104065,0.16787109375
170.02,260,918,579,532480,-26.913995990000004,0.5053271581884473,-0.19629880785942078,0.2,0.0003,0.9127956405282021,2590,-12.333820343017578,-0.017474246473284438,0.559899628162384,-2.3784339398145677,0.015744552,0.10844278335571289,0.130419921875
167.06,261,922,579,534528,-26.709722089999996,0.5429343326482922,-0.18341964483261108,0.2,0.0003,0.9031460583209991,2600,-13.160085678100586,-0.02141082340676803,0.5521764755249023,-2.35580700263381,0.019344918,0.1282413899898529,0.178515625
170.32,262,925,579,536576,-26.78970824,0.33611368576530365,-0.04626592993736267,0.2,0.0003,0.9092105776071548,2610,-11.238189697265625,-0.016524039750220255,0.5485836863517761,-2.3301029168069363,0.016713804,0.10062095522880554,0.16826171875
167.09,263,929,579,538624,-26.783505700000006,0.5748181463219225,-0.047794073820114136,0.2,0.0003,0.8846185058355331,2620,-10.864974975585938,-0.017962604163039943,0.5467144250869751,-2.31572570130229,0.012299117,0.11828668415546417,0.122119140625
171.25,264,932,579,540672,-27.06045166,0.6126419961918146,-0.09897847473621368,0.2,0.0003,0.9049854055047035,2630,-11.617059707641602,-0.019057107766275293,0.5430886149406433,-2.2955791264772416,0.013487054,0.2273802012205124,0.1466796875
168.57,265,936,579,542720,-27.166106009999993,0.4224825029727072,0.02715758979320526,0.2,0.0003,0.8676856160163879,2640,-11.145630836486816,-0.01868668763563619,0.5465052723884583,-2.2961089096963407,0.013609379,0.055845726281404495,0.162109375
167.69,266,939,579,544768,-26.70112767,0.48372901128605006,-0.37277719378471375,0.2,0.0003,0.8772238716483116,2650,-10.736946105957031,-0.017560336952738,0.552178144454956,-2.321422643214464,0.017042045,0.10119498521089554,0.15546875
167.25,267,943,579,546816,-26.180996479999997,0.30046326727606354,-0.31654107570648193,0.2,0.0003,0.9105767160654068,2660,-10.339886665344238,-0.018703511791682104,0.5487481355667114,-2.328970669955015,0.0147549305,0.06168927997350693,0.147216796875
168.06,268,946,579,548864,-25.691849540000003,0.578435600688681,0.10454367101192474,0.2,0.0003,0.8961032181978226,2670,-10.941710472106934,-0.014875081150967162,0.5489413142204285,-2.325397919118404,0.013328681,0.16656991839408875,0.14990234375
166.54,269,950,579,550912,-25.610803710000006,0.42882400907110424,-0.10254476964473724,0.2,0.0003,0.9015890061855316,2680,-11.27856159210205,-0.01874634873238392,0.5413600206375122,-2.3009177535772323,0.019897781,0.1252082735300064,0.171337890625
171.64,270,953,579,552960,-25.72921179,0.42744477358646693,-0.06499882787466049,0.2,0.0003,0.8721565902233124,2690,-10.825514793395996,-0.01737829012563452,0.5377470850944519,-2.2703076988458633,0.014291782,0.056843824684619904,0.14228515625
173.17,271,957,579,555008,-25.83834722,0.4097572913393378,0.2960526645183563,0.2,0.0003,0.9012659192085266,2700,-10.6076078414917,-0.023138898814795538,0.5348156094551086,-2.24611901268363,0.016542567,0.07262212783098221,0.15712890625
177.66,272,960,580,557056,-26.171980809999994,0.36158024254254995,-0.10825072228908539,0.2,0.0003,0.9355980902910233,2710,-11.97552490234375,-0.01723747921496397,0.5329967141151428,-2.2280583627521993,0.015799502,0.09149470925331116,0.17548828125
177.71,273,963,580,559104,-26.041785560000005,0.34139916764106604,0.33569177985191345,0.2,0.0003,0.9235220402479172,2720,-10.858903884887695,-0.012440002158109564,0.5329514741897583,-2.223687544465065,0.016736422,0.02125948667526245,0.162646484375
178.95,274,967,580,561152,-26.20023894,0.30950115646701304,0.2415103018283844,0.2,0.0003,0.947839543223381,2730,-11.717360496520996,-0.020678236351523084,0.5286962985992432,-2.220386350899935,0.016086217,0.05942370742559433,0.179052734375
182.16,275,970,580,563200,-26.49223213,0.4896349862217903,-0.21433453261852264,0.2,0.0003,0.9287275597453117,2740,-11.072298049926758,-0.02097012013546191,0.5274872779846191,-2.208538133651018,0.014414193,0.1590963900089264,0.161279296875
186.52,276,974,580,565248,-26.71650604,0.3312124616000801,0.07524435967206955,0.2,0.0003,0.9174742251634598,2750,-11.711645126342773,-0.014215906419849489,0.5287215113639832,-2.2102329559624194,0.013852641,0.10422953963279724,0.16884765625
186.37,277,977,580,567296,-26.469226320000008,0.47139287176541983,0.11480888724327087,0.2,0.0003,0.8977530226111412,2760,-10.713109016418457,-0.018557576385501307,0.5235616564750671,-2.1961757272481917,0.016837928,0.07764396071434021,0.153955078125
190.62,278,981,580,569344,-26.69956839,0.307641595415771,0.3176277279853821,0.2,0.0003,0.9266201257705688,2770,-10.385967254638672,-0.019548894533363635,0.517558753490448,-2.1726706802845,0.016739871,0.08573246002197266,0.185986328125
191.69,279,984,580,571392,-26.535825650000007,0.4810608621686697,0.0303818192332983,0.2,0.0003,0.909556932747364,2780,-11.745189666748047,-0.019747778290184214,0.5169156193733215,-2.1566826909780503,0.014417162,0.11641502380371094,0.1521484375
190.33,280,987,580,573440,-26.055098610000005,0.2635004726005718,0.07536809146404266,0.2,0.0003,0.9283413663506508,2790,-10.445693969726562,-0.014485393195354846,0.514881432056427,-2.149950412660837,0.015020041,0.050344012677669525,0.139208984375
192.68,281,991,580,575488,-26.27598419,0.2696839059237391,-0.016376733779907227,0.2,0.0003,0.922679141163826,2800,-9.923222541809082,-0.01604365881648846,0.5192093253135681,-2.166509337723255,0.01711194,0.041833944618701935,0.141943359375
191.14,282,994,580,577536,-26.260985290000004,0.35305465473793446,-0.13824477791786194,0.2,0.0003,0.9367951825261116,2810,-11.726395606994629,-0.01710191092133755,0.5183870196342468,-2.1820573024451733,0.017158138,0.07701480388641357,0.2044921875
193.96,283,998,580,579584,-26.520830139999994,0.5165142369922251,0.18530204892158508,0.2,0.0003,0.9340108036994934,2820,-9.920997619628906,-0.015604674485803115,0.5151779055595398,-2.169827249646187,0.015064687,0.18202391266822815,0.154833984375
196.88,284,1001,580,581632,-26.65194201,0.557733739563264,-0.13791483640670776,0.2,0.0003,0.8643948435783386,2830,-11.157917976379395,-0.01918069687235402,0.5148486495018005,-2.165207567811012,0.017651305,0.039488401263952255,0.155029296875
194.47,285,1005,580,583680,-25.94473806,0.4428822938119993,0.12114862352609634,0.2,0.0003,0.927569180727005,2840,-11.929228782653809,-0.013835941824072506,0.5062174797058105,-2.1308923617005346,0.016963903,0.015787743031978607,0.175048828125
193.37,286,1008,580,585728,-26.01904369,0.4556740955449641,-0.11557509005069733,0.2,0.0003,0.8892432302236557,2850,-10.135878562927246,-0.021424544850015083,0.5059618949890137,-2.1045597426593305,0.017268982,0.11529087275266647,0.15380859375
194.8,287,1012,580,587776,-26.491997239999996,0.4145615935325623,0.016010962426662445,0.2,0.0003,0.9014101028442383,2860,-9.60543441772461,-0.017378715840459337,0.5027990341186523,-2.092028208822012,0.015661154,0.08925704658031464,0.185888671875
193.5,288,1015,580,589824,-26.475885790000003,0.3148647730704397,-0.1311863362789154,0.2,0.0003,0.9138539358973503,2870,-10.459465026855469,-0.019789190901792608,0.5040304064750671,-2.0884715139865877,0.022254549,0.013813849538564682,0.209521484375
194.7,289,1018,580,591872,-26.953588279999998,0.41946263404097406,-0.23021866381168365,0.2,0.0003,0.9164613708853722,2880,-10.77371883392334,-0.01892983480647672,0.49664875864982605,-2.065380231291056,0.017910624,0.08707842975854874,0.1623046875
188.29,290,1022,580,593920,-26.72020196,0.39699566243216394,-0.43321481347084045,0.2,0.0003,0.8936504647135735,2890,-10.93307876586914,-0.017130144238763023,0.4999988079071045,-2.05701686963439,0.01799978,0.07036763429641724,0.165625
186.66,291,1025,580,595968,-26.62939719,0.4422160621732473,-0.36398497223854065,0.2,0.0003,0.9320819899439812,2900,-10.693685531616211,-0.02172431098151719,0.4972105920314789,-2.0625637099146843,0.014604503,0.05689716339111328,0.17431640625
186.35,292,1029,580,598016,-27.16769264,0.3033043696079403,-0.2668602466583252,0.2,0.0003,0.9454920589923859,2910,-12.033534049987793,-0.01664612119056983,0.4997226297855377,-2.0607346922159193,0.019020014,0.04761992022395134,0.168310546875
182.51,293,1032,581,600064,-27.15468419,0.4539028669241816,-0.7649665474891663,0.2,0.0003,0.922232374548912,2920,-13.199918746948242,-0.017701460713578854,0.4988095760345459,-2.063988263905048,0.015858378,0.09013985842466354,0.1759765625
185.55,294,1036,581,602112,-27.694585799999995,0.5238934906665236,-0.07720674574375153,0.2,0.0003,0.9113497883081436,2930,-10.917160987854004,-0.014916406990960241,0.49558016657829285,-2.0546465374529364,0.012847934,0.07369653880596161,0.152490234375
189.14,295,1039,581,604160,-27.938959680000004,0.376751807727851,-0.31126174330711365,0.2,0.0003,0.9231643527746201,2940,-10.187143325805664,-0.01688435662072152,0.4924250841140747,-2.0293607883155347,0.01578734,0.10180799663066864,0.156005859375
192.36,296,1043,581,606208,-28.08683664,0.295001014880836,-0.007678963243961334,0.2,0.0003,0.9456767179071903,2950,-10.324003219604492,-0.01811557034452562,0.4893546402454376,-2.011379346996546,0.018163,0.05443689227104187,0.19267578125
190.82,297,1046,581,608256,-27.47957211,0.40010675948578867,0.3845672905445099,0.2,0.0003,0.9285866543650627,2960,-10.6465425491333,-0.01590101621040958,0.49105969071388245,-2.005452283471823,0.020135714,0.05706202983856201,0.167041015625
192.48,298,1049,581,610304,-27.534316190000006,0.3730459371348843,0.01785004884004593,0.2,0.0003,0.8809232711791992,2970,-10.720499038696289,-0.01924900308804354,0.48443713784217834,-1.9926382165402174,0.013397796,0.07916216552257538,0.1556640625
195.29,299,1053,581,612352,-27.846753849999995,0.37953846107702705,-0.4037729501724243,0.2,0.0003,0.9271347671747208,2980,-11.578808784484863,-0.020057485313736835,0.4804292917251587,-1.9626470733433963,0.01871093,0.3238449990749359,0.1705078125
199.55,300,1056,581,614400,-28.18217224,0.36770004774443804,-0.13697585463523865,0.2,0.0003,0.9273204281926155,2990,-11.125322341918945,-0.02423731001326814,0.4770512580871582,-1.9384804144501686,0.023538137,0.05873550474643707,0.179541015625
200.69,301,1060,581,616448,-28.05601147000001,0.40733532106969506,-0.12138346582651138,0.2,0.0003,0.922608993947506,3000,-10.474930763244629,-0.01831464589922689,0.4739859998226166,-1.9135935924947263,0.015363601,0.06133430451154709,0.171826171875
200.91,302,1063,581,618496,-27.929884200000007,0.43703573348466307,-0.2697187066078186,0.2,0.0003,0.8921160474419594,3010,-10.961181640625,-0.015316892939154059,0.46675968170166016,-1.878426992148161,0.015902055,0.10842542350292206,0.1642578125
199.87,303,1067,581,620544,-27.415220570000006,0.5890200810972601,-0.3250136077404022,0.2,0.0003,0.9259751290082932,3020,-10.391534805297852,-0.020150933775585144,0.4663754999637604,-1.8540241405367852,0.018533662,0.20239906013011932,0.18564453125
199.09,304,1070,581,622592,-27.538874550000006,0.5835508845746518,0.09262412786483765,0.2,0.0003,0.9022830054163933,3030,-10.671043395996094,-0.020467922665557126,0.4655914008617401,-1.8450280103832484,0.020146202,0.05451974272727966,0.180419921875
197.09,305,1073,581,624640,-27.50519349,0.4498640114441514,-0.08341442048549652,0.2,0.0003,0.8840330839157104,3040,-11.625434875488281,-0.02304420062719146,0.46597591042518616,-1.8425530482083559,0.018632563,0.027992479503154755,0.17431640625
199.77,306,1077,581,626688,-27.544421519999997,0.37870092783123255,0.2159387171268463,0.2,0.0003,0.9125099331140518,3050,-10.804338455200195,-0.018380976100161206,0.4689728319644928,-1.8493266250938176,0.020480525,0.04966147243976593,0.176513671875
200.92,307,1080,581,628736,-27.960010509999996,0.34744839027989655,0.0385502427816391,0.2,0.0003,0.9228653609752655,3060,-10.402114868164062,-0.01956344764184905,0.4636162519454956,-1.8471317425370217,0.01955022,0.06179134547710419,0.18525390625
199.57,308,1084,581,630784,-28.024904139999993,0.45060051549226043,-0.06774024665355682,0.2,0.0003,0.9372334256768227,3070,-10.041658401489258,-0.019323707548028323,0.4587234556674957,-1.8197468679398299,0.017452937,0.10781882703304291,0.148974609375
199.48,309,1087,581,632832,-28.056094030000004,0.39141152244992555,-0.18434679508209229,0.2,0.0003,0.9206177964806557,3080,-11.895110130310059,-0.026178945265564836,0.4554290771484375,-1.7948091685771943,0.025872901,0.05518859252333641,0.186669921875
198.23,310,1091,581,634880,-27.845913139999997,0.32554847749415783,-0.3650258779525757,0.2,0.0003,0.9339399337768555,3090,-11.32818603515625,-0.01715275539609138,0.45852789282798767,-1.7956373143941164,0.019409267,0.06893904507160187,0.17880859375
198.98,311,1094,581,636928,-27.79268565,0.5039280428085476,0.19397322833538055,0.2,0.0003,0.9106680750846863,3100,-10.850428581237793,-0.018569842870056162,0.4539690911769867,-1.7954212699085474,0.019288886,0.07837100327014923,0.174951171875
