time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,train/policy_gradient_loss,train/explained_variance,train/advantages,train/std,train/entropy_loss,train/loss,train/returns,train/value_loss,train/clip_range,train/n_updates,train/approx_kl,train/learning_rate,train/clip_fraction
94208,1359,69,46,-2397.26231017,102.0,-0.0020510296526481397,-5.960464477539062e-07,25.28725814819336,1.1031160354614258,-6.072645078599453,4208.49951171875,-212.69775390625,8453.544541931153,0.2,450,0.019987434,0.0003,0.047021484375
96256,1388,69,47,-4860.37010153,102.0,-0.0009787214774405583,0.0,-220.7204132080078,1.1028841733932495,-6.0657334014773365,548951.0625,-452.84051513671875,1378524.5160949707,0.2,460,0.00030155818,0.0003,0.0
98304,1416,69,48,-4782.5175356400005,102.0,-0.00018451087380526586,-1.1920928955078125e-07,-2738.100341796875,1.102840781211853,-6.064947421848774,71061648.0,-2975.958251953125,169636673.29697266,0.2,470,1.3017998e-05,0.0003,0.0
100352,1445,69,49,-4934.54122684,102.0,-0.0016904939824598842,-1.1920928955078125e-07,25.837841033935547,1.1004447937011719,-6.059412552416324,4952.654296875,-218.2633819580078,16853.136639404296,0.2,480,0.007355465,0.0003,0.0900390625
102400,1474,69,50,-5210.108538269999,102.0,-0.0010030128905782476,0.0,-141.59860229492188,1.1012985706329346,-6.058423046767712,140169.9375,-383.156005859375,361312.0548950195,0.2,490,0.0035040805,0.0003,0.0197265625
104448,1503,69,51,-4833.037164869999,102.0,-0.0014463364190305584,-1.1920928955078125e-07,-138.19674682617188,1.1015115976333618,-6.060131102800369,111618.78125,-385.6651916503906,246078.07185058593,0.2,500,0.00019880146,0.0003,0.0
106496,1531,69,52,-1578.2599169300001,102.0,-0.002431258362776134,-1.1920928955078125e-07,14.017223358154297,1.1060340404510498,-6.065036664903164,6946.1630859375,-239.69436645507812,11490.371044921874,0.2,510,0.0054203738,0.0003,0.09404296875
108544,1560,69,53,-1860.5585911999995,102.0,-0.00086379554704763,1.7881393432617188e-07,-575.7120971679688,1.1062690019607544,-6.077223482728004,2312240.5,-824.85498046875,3194036.8104003905,0.2,520,0.00011874543,0.0003,0.0
110592,1588,69,54,-1653.5864344800002,102.0,-0.0019563227833714336,5.960464477539063e-08,-456.138427734375,1.1059943437576294,-6.07636513710022,1808936.25,-711.205322265625,1667469.426690674,0.2,530,0.0008414745,0.0003,0.00302734375
112640,1617,69,55,-1525.25035663,102.0,-0.0010839964779734146,-1.1920928955078125e-07,-4.299872875213623,1.1003304719924927,-6.055978555977345,13196.978515625,-265.07000732421875,30973.9669342041,0.2,540,0.009166202,0.0003,0.11123046875
114688,1645,69,56,-1525.7452010299996,102.0,-0.004675996501464397,-1.1920928955078125e-07,49.925193786621094,1.1041899919509888,-6.0577997952699665,4342.9130859375,-209.91026306152344,165058.58687438964,0.2,550,0.015627539,0.0003,0.07822265625
116736,1673,69,57,-942.6269465800001,102.0,-0.002575134228391107,-2.384185791015625e-07,-4.012261390686035,1.1095863580703735,-6.081259571015835,10018.9658203125,-268.87860107421875,18078.101016235352,0.2,560,0.0046439413,0.0003,0.038330078125
118784,1702,69,58,-717.5947431600001,102.0,0.0034495837033318823,-1.1920928955078125e-07,-41.60438537597656,1.1108853816986084,-6.093316538631916,50470.5703125,-301.9117736816406,130118.60259399415,0.2,570,0.02296803,0.0003,0.042626953125
120832,1730,69,59,-811.1016638099999,102.0,-0.003277860314119607,-1.1920928955078125e-07,-73.32022857666016,1.1165928840637207,-6.103254583477974,79284.6796875,-337.8469543457031,97677.26178588867,0.2,580,0.0033811433,0.0003,0.0197265625
122880,1759,69,60,-660.9100306999999,102.0,-0.004111674772866536,0.0,-61.57938003540039,1.1179070472717285,-6.117707601189613,47470.08984375,-329.07403564453125,94180.61326904297,0.2,590,0.00878365,0.0003,0.06513671875
124928,1787,69,61,-1169.84259387,102.0,-0.002120114124772954,-1.1920928955078125e-07,39.650657653808594,1.1161324977874756,-6.115874275565147,4373.0478515625,-233.4951171875,7508.951142883301,0.2,600,0.0010046744,0.0003,0.000537109375
126976,1816,69,62,-3956.3510084600007,102.0,-0.000940449765039375,0.0,-363.77081298828125,1.1161715984344482,-6.112819491326809,1019389.0625,-631.0054321289062,2389495.9567138674,0.2,610,6.811082e-05,0.0003,0.0
129024,1844,69,63,-3886.43675739,102.0,-4.453591100173071e-05,1.7881393432617188e-07,-3010.276611328125,1.116171956062317,-6.112978681921959,66417656.0,-3283.400146484375,83718288.05029297,0.2,620,3.3206306e-06,0.0003,0.0
131072,1872,69,64,-3981.5709585600007,102.0,-0.005510189935739618,-1.1920928955078125e-07,-11.459514617919922,1.1202462911605835,-6.1169720709323885,26024.025390625,-290.82135009765625,28871.131718444823,0.2,630,0.011388763,0.0003,0.083935546875
133120,1901,70,65,-4142.449562690001,102.0,-0.001444967190764146,0.0,21.699329376220703,1.1218899488449097,-6.134645770490169,5839.64599609375,-255.8076171875,463008.7025970459,0.2,640,0.004474624,0.0003,0.010107421875
135168,1929,70,66,-5208.427123090001,102.0,0.013952334480563877,-1.1920928955078125e-07,-101.42964172363281,1.120239019393921,-6.1298016756772995,138381.796875,-384.0105285644531,159106.6879333496,0.2,650,0.014283758,0.0003,0.083203125
137216,1957,70,67,-2263.5473835000007,102.0,0.00016040019982028754,0.0,-796.59423828125,1.1200157403945923,-6.126448346674442,11347827.0,-1084.675537109375,30859126.639782716,0.2,660,1.3295881e-05,0.0003,0.0
139264,1986,70,68,-2220.3999949700005,102.0,-0.0020252107267879184,-1.1920928955078125e-07,59.440792083740234,1.1205005645751953,-6.127223968505859,3418.58837890625,-234.4554443359375,8679.967601776123,0.2,670,0.0012575355,0.0003,0.000244140625
141312,2015,70,69,-2464.0301217300007,102.0,-0.0008842661169182975,-1.1920928955078125e-07,39.729408264160156,1.1190834045410156,-6.124408710002899,3372.039306640625,-248.27011108398438,8181.905085754394,0.2,680,0.0018811212,0.0003,0.02470703125
143360,2043,70,70,-2400.3966240300006,102.0,-0.0009307212239946239,0.0,-332.0178527832031,1.1195271015167236,-6.123918330669403,487746.4375,-613.7789916992188,1050918.2354248047,0.2,690,6.376434e-05,0.0003,0.0
145408,2072,70,71,-774.7669579899999,102.0,-0.0035610335195087827,5.960464477539063e-08,22.006582260131836,1.1141856908798218,-6.109275928139686,13400.193359375,-265.60595703125,55950.367373657224,0.2,700,0.008134385,0.0003,0.109130859375
147456,2100,70,72,-788.1684963200001,102.0,-0.00196636709588347,-1.1920928955078125e-07,62.48114013671875,1.1144641637802124,-6.102487318217754,4128.5947265625,-227.43875122070312,8333.286458587647,0.2,710,0.0016284697,0.0003,0.000927734375
149504,2128,70,73,-1100.7454988200002,102.0,-0.002379270204983186,0.0,61.14439010620117,1.1130259037017822,-6.101914246380329,3676.089111328125,-222.7244873046875,8386.429517364502,0.2,720,0.00090113946,0.0003,4.8828125e-05
151552,2157,70,74,-931.28347917,102.0,-0.00035694741673069074,0.0,-373.324462890625,1.112952709197998,-6.099413926899433,813195.25,-650.954833984375,757891.3603027344,0.2,730,0.0005697147,0.0003,0.000439453125
153600,2185,70,75,-1041.22180273,102.0,-0.0024925507459556684,5.960464477539063e-08,-146.65447998046875,1.11283278465271,-6.097603426873684,89684.15625,-429.97991943359375,201887.39921875,0.2,740,0.00069374626,0.0003,0.00068359375
155648,2213,70,76,-4134.842407539999,102.0,0.002406725643959362,-1.1920928955078125e-07,-121.6843032836914,1.114240288734436,-6.099601091444493,409712.53125,-411.2473449707031,682030.486390686,0.2,750,0.02364906,0.0003,0.062109375
157696,2241,70,77,-4597.0684783,102.0,-0.0005513201947906054,0.0,-2206.8154296875,1.1149537563323975,-6.104556497931481,51600788.0,-2500.843017578125,118539592.7850891,0.2,760,0.0012218335,0.0003,0.013330078125
159744,2270,70,78,-4599.738727850001,102.0,-0.00514568682447134,0.0,59.74285888671875,1.115199089050293,-6.1053045213222505,3273.130126953125,-240.3931884765625,10330.704544830322,0.2,770,0.0028201647,0.0003,0.00625
161792,2298,70,79,-4290.42482412,102.0,0.000270509252732154,-6.079673767089844e-06,-213.53543090820312,1.114491581916809,-6.101567643880844,650972.75,-507.78216552734375,1779878.856350708,0.2,780,0.0051027006,0.0003,0.042041015625
163840,2327,70,80,-4090.0672400400003,102.0,-0.002763838092505466,0.0,58.094425201416016,1.1123642921447754,-6.099498264491558,3309.793212890625,-240.83383178710938,9077.4111869812,0.2,790,0.002291202,0.0003,0.001318359375
165888,2355,70,81,-886.1278846199999,102.0,-0.004784812760772183,-1.1920928955078125e-07,38.21921157836914,1.1180528402328491,-6.104747693240642,16148.3212890625,-254.78060913085938,20120.519328308106,0.2,800,0.010036628,0.0003,0.018017578125
167936,2384,70,82,-1175.53161452,102.0,-0.000789983247523196,0.0,-241.68511962890625,1.121167778968811,-6.125267921388149,598621.125,-528.5241088867188,997104.4565795899,0.2,810,0.0069226087,0.0003,0.078515625
169984,2412,70,83,-891.5483590300001,102.0,-0.0036378536286065357,-1.1920928955078125e-07,-48.57487487792969,1.1221574544906616,-6.129393957555294,173629.4375,-340.6835021972656,760495.0872833251,0.2,820,0.0011565324,0.0003,0.007421875
172032,2440,70,84,-924.6648007300001,102.0,-0.007031386593735078,-1.1920928955078125e-07,33.000267028808594,1.130613923072815,-6.149637933075428,4045.643310546875,-264.61346435546875,16381.877400207519,0.2,830,0.011420854,0.0003,0.076416015625
174080,2469,70,85,-1040.10722765,102.0,-0.007250897934136446,0.0,25.02788734436035,1.1312732696533203,-6.159477934241295,9612.3486328125,-267.072021484375,13720.548023986816,0.2,840,0.0031208983,0.0003,0.0234375
176128,2497,70,86,-750.5509078700002,102.0,-0.0016029669081035537,0.0,-16.817691802978516,1.1319549083709717,-6.163465236127377,67959.125,-302.792724609375,174656.97780151368,0.2,850,0.006903422,0.0003,0.057421875
178176,2525,70,87,-469.35314178999994,102.0,-0.001168878853059141,0.0,-0.8592095375061035,1.1235191822052002,-6.152672755718231,33359.1875,-289.81622314453125,44519.44648132324,0.2,860,0.009946688,0.0003,0.106103515625
180224,2553,70,88,-455.56867382999997,102.0,-0.001969981585352798,-1.1920928955078125e-07,51.00246810913086,1.124201774597168,-6.137301251292229,9131.3359375,-234.986328125,13904.768565368653,0.2,870,0.00059560814,0.0003,0.000146484375
182272,2581,70,89,-427.6212800900001,102.0,-0.002781073629739694,0.0,32.47746276855469,1.120449185371399,-6.132549257576466,8504.849609375,-247.41444396972656,17585.47113189697,0.2,880,0.004901804,0.0003,0.01259765625
184320,2610,70,90,-1051.5356995300003,102.0,-0.0017006404799758458,1.1920928955078125e-07,57.579864501953125,1.1213773488998413,-6.1267519608139995,4501.5703125,-216.3232421875,7754.578044891357,0.2,890,0.0010832495,0.0003,0.000146484375
186368,2638,70,91,-1145.10307912,102.0,-0.00035729156516026703,0.0,49.191307067871094,1.1210600137710571,-6.128025455772876,2744.745849609375,-218.49085998535156,6610497.366859436,0.2,900,0.0001583159,0.0003,4.8828125e-05
188416,2666,70,92,-1112.5831524,102.0,0.012405962563934735,0.0,-97.79447174072266,1.1172641515731812,-6.121981221437454,74211.5859375,-370.7376708984375,143909.37089233397,0.2,910,0.015552083,0.0003,0.12373046875
190464,2695,70,93,-1143.6766761400002,102.0,-0.0016631435180897824,0.0,67.63019561767578,1.1176074743270874,-6.1153104737401005,3743.353271484375,-209.85189819335938,7858.136521148682,0.2,920,0.0012287733,0.0003,9.765625e-05
192512,2723,70,94,-1196.70585088,102.0,-0.002258652136515593,1.1920928955078125e-07,-23.459514617919922,1.1208057403564453,-6.130827268958091,38567.8046875,-294.9986572265625,39044.873483276366,0.2,930,0.012905333,0.0003,0.1701171875
194560,2751,70,95,-419.57778668,102.0,-0.0023177962269983255,0.0,-58.65987014770508,1.1174437999725342,-6.12123493552208,30521.921875,-328.19964599609375,27463.59393005371,0.2,940,0.0120509025,0.0003,0.059130859375
196608,2779,70,96,-267.06522511000003,102.0,-0.0007960996212204918,0.0,56.96483612060547,1.1172631978988647,-6.115930245816708,2889.00048828125,-208.9149169921875,7252.3993843078615,0.2,950,0.0002667054,0.0003,0.0
198656,2807,70,97,-307.29807873000004,102.0,-0.0028484181835665367,-1.1920928955078125e-07,50.88923645019531,1.1176217794418335,-6.116250392794609,2747.311767578125,-208.84552001953125,6829.438034057617,0.2,960,0.00096506404,0.0003,0.002099609375
200704,2836,70,98,-261.48825770999997,102.0,-0.004671967682224931,-1.1920928955078125e-07,46.17156982421875,1.1204179525375366,-6.1219648495316505,4860.1640625,-207.31471252441406,9033.426839447022,0.2,970,0.0027723343,0.0003,0.0056640625
202752,2864,70,99,-196.05250713,102.0,-0.0024589863569417503,0.0,33.5030517578125,1.1218854188919067,-6.130125047266484,6179.958984375,-213.84408569335938,10325.648538208008,0.2,980,0.0012129995,0.0003,0.000244140625
204800,2893,70,100,-236.37847626999996,102.0,-0.003944711905205622,0.0,71.70742797851562,1.1216397285461426,-6.13211519420147,4577.654296875,-169.40704345703125,6055.145956420898,0.2,990,0.0015965676,0.0003,0.000732421875
206848,2921,70,101,-249.17709154,102.0,-0.009458521256965469,0.0,22.43048858642578,1.119499683380127,-6.128226317465305,5152.00146484375,-212.44046020507812,11363.594258117675,0.2,1000,0.0075123813,0.0003,0.036181640625
208896,2949,70,102,-227.19175413999994,102.0,-0.003157747840305092,0.0,12.724981307983398,1.1216603517532349,-6.126770010590553,5255.73583984375,-216.3380584716797,8489.968520355225,0.2,1010,0.0038569572,0.0003,0.0513671875
210944,2978,70,103,-193.29540275,102.0,-0.004536883816763293,-1.1920928955078125e-07,36.671958923339844,1.1190742254257202,-6.129114353656769,5010.10791015625,-186.15777587890625,22860.018469238283,0.2,1020,0.0036417784,0.0003,0.011474609375
212992,3006,70,104,-233.65138743999995,102.0,-0.003373295156779932,0.0,50.60830307006836,1.1190381050109863,-6.122791393101215,2111.835693359375,-166.55320739746094,4771.378522872925,0.2,1030,0.0028078975,0.0003,0.00390625
215040,3034,70,105,-223.86630789000006,102.0,-0.00632216692174552,0.0,46.48294448852539,1.1226730346679688,-6.131562602519989,2689.055419921875,-164.44619750976562,16171.189821624755,0.2,1040,0.008141911,0.0003,0.0619140625
217088,3063,70,106,-197.6639024,102.0,-0.0032076199910079594,0.0,39.375640869140625,1.1226683855056763,-6.135743291676045,2657.330810546875,-167.34449768066406,7299.884716033936,0.2,1050,0.0035741949,0.0003,0.036767578125
219136,3091,70,107,-731.54317484,102.0,-0.0033352539452607744,-1.1920928955078125e-07,52.5903434753418,1.1225850582122803,-6.136893463134766,2101.71630859375,-148.08033752441406,5049.0077827453615,0.2,1060,0.0013557964,0.0003,0.001171875
221184,3119,70,108,-730.37988297,102.0,0.003387346988893114,-1.1920928955078125e-07,-278.7325134277344,1.1233129501342773,-6.139396028220654,1125459.75,-473.163818359375,2588777.362451172,0.2,1070,0.0026169287,0.0003,0.034619140625
223232,3148,70,109,-684.2050919200001,102.0,-0.00213460166414734,-1.1920928955078125e-07,50.54363250732422,1.1230762004852295,-6.138995036482811,1843.88525390625,-149.73715209960938,4041.3137489318847,0.2,1080,0.0023844445,0.0003,0.002001953125
225280,3176,70,110,-649.7108576800001,102.0,-0.0052093356876866895,0.0,47.816375732421875,1.1220505237579346,-6.1368531212210655,1945.7242431640625,-146.57632446289062,3854.0398281097414,0.2,1090,0.004486503,0.0003,0.015771484375
227328,3204,70,111,-3872.72417447,102.0,-0.0037099618071806616,0.0,43.35870361328125,1.1226513385772705,-6.1362834692001345,1516.7559814453125,-144.79544067382812,3591.045748138428,0.2,1100,0.0035425213,0.0003,0.009130859375
229376,3232,70,112,-3548.50027025,102.0,-0.000965650768193882,0.0,-1002.969482421875,1.1236555576324463,-6.138766841590405,25075166.0,-1184.885009765625,147731102.75089875,0.2,1110,0.0013048586,0.0003,0.00908203125
231424,3261,70,113,-3556.1698962400005,102.0,-0.00047753331891726704,0.0,-173.7545928955078,1.1241313219070435,-6.140704996883869,414178.375,-360.9900207519531,696650.0152732849,0.2,1120,0.009206532,0.0003,0.0529296875
233472,3289,70,114,-3550.29036708,102.0,-0.0048735053424024954,-2.384185791015625e-07,38.27602005004883,1.124414324760437,-6.142701005935669,2528.143310546875,-154.21377563476562,3957.7749935150146,0.2,1130,0.0034681256,0.0003,0.00986328125
235520,3317,70,115,-3550.5530388999987,102.0,-0.004659759190690238,0.0,54.36363983154297,1.1283897161483765,-6.151869894564152,2159.966064453125,-132.19374084472656,3553.305307006836,0.2,1140,0.0041768076,0.0003,0.018896484375
237568,3345,71,116,-326.6842168899999,102.0,-0.0041138436805340465,0.0,39.95026397705078,1.1290918588638306,-6.160967719554901,1205.7235107421875,-140.36856079101562,3269.200799179077,0.2,1150,0.0032581403,0.0003,0.00546875
239616,3374,71,117,-89.25903554,102.0,-0.006986729471827857,0.0,38.493858337402344,1.1344547271728516,-6.169327710568905,1250.086669921875,-135.58641052246094,3380.3118648529053,0.2,1160,0.0047863913,0.0003,0.02451171875
241664,3402,71,118,-77.63275663000002,102.0,-0.006622809469990898,0.0,31.188045501708984,1.1302566528320312,-6.173512299358845,586.9854736328125,-136.65365600585938,2743.261711883545,0.2,1170,0.0043529416,0.0003,0.030078125
243712,3430,71,119,-1208.6861147100003,102.0,-0.0037064760006614962,5.960464477539063e-08,-334.68084716796875,1.1339155435562134,-6.171042324602604,1603833.25,-496.283935546875,871832.2262374877,0.2,1180,0.0020871866,0.0003,0.006298828125
245760,3458,71,120,-1209.8112346,102.0,0.026077899895608426,-2.384185791015625e-07,-613.2982788085938,1.1386003494262695,-6.19353501200676,6707476.0,-775.1329345703125,11247324.90996704,0.2,1190,0.018954715,0.0003,0.0896484375
247808,3486,71,121,-1204.0495479200001,102.0,-0.006265359264216386,0.0,48.916404724121094,1.136721134185791,-6.191572371125221,2059.217041015625,-117.79945373535156,2668.4241371154785,0.2,1200,0.0049608154,0.0003,0.023193359375
249856,3514,71,122,-1204.2226971100001,102.0,-0.0042176664021098985,0.0,41.1391716003418,1.1263906955718994,-6.168929816782475,1269.9239501953125,-119.68306732177734,2414.7032245635987,0.2,1210,0.0038274238,0.0003,0.017138671875
251904,3542,71,123,-1204.73196673,102.0,-0.0036970006345654837,0.0,40.51069259643555,1.122920274734497,-6.146437165141106,1234.502685546875,-114.07298278808594,2287.824595832825,0.2,1220,0.0034079403,0.0003,0.010107421875
253952,3570,71,124,-77.15541861000001,102.0,-0.006993321220215875,0.0,34.972625732421875,1.1230758428573608,-6.139117041230202,996.11083984375,-113.37248992919922,2009.5133958816527,0.2,1230,0.0051811943,0.0003,0.032470703125
256000,3597,71,125,-78.63885531000001,102.0,-0.007301358973927563,5.960464477539063e-08,26.387781143188477,1.1167012453079224,-6.130568914115429,441.3099060058594,-115.71878051757812,1767.9346632003785,0.2,1240,0.0062913033,0.0003,0.03701171875
258048,3625,71,126,-79.25944111,102.0,-0.006755344026896637,0.0,24.59680938720703,1.1185234785079956,-6.1193657830357555,587.7396850585938,-111.27120208740234,1550.1139722824096,0.2,1250,0.00609723,0.0003,0.041162109375
260096,3653,71,127,-78.76351152000001,102.0,-0.008920399891212582,0.0,31.219343185424805,1.1086795330047607,-6.105850194394589,865.9134521484375,-98.41011047363281,1528.6107454299927,0.2,1260,0.008193033,0.0003,0.05771484375
262144,3681,71,128,-75.0400209,102.0,-0.00994257939455565,0.0,27.16923713684082,1.1052937507629395,-6.079074215888977,588.6920776367188,-96.22167205810547,1324.4978323936461,0.2,1270,0.007436258,0.0003,0.054150390625
264192,3708,71,129,-80.28054143,102.0,-0.004997171922877896,0.0,24.69295310974121,1.0971393585205078,-6.06001653522253,444.6945495605469,-92.45939636230469,1247.0197248458862,0.2,1280,0.006442225,0.0003,0.03212890625
266240,3736,71,130,-74.28085138,102.0,-0.012084955445607193,0.0,14.40848445892334,1.0929124355316162,-6.033273147046566,550.3270874023438,-96.50529479980469,1337.377944087982,0.2,1290,0.010333868,0.0003,0.099072265625
268288,3764,71,131,-70.29630195,102.0,-0.00639724145148648,0.0,23.128694534301758,1.0955407619476318,-6.036229555308819,324.0767822265625,-81.54652404785156,928.9289004802704,0.2,1300,0.006382392,0.0003,0.044189453125
270336,3792,71,132,-67.70238853,102.0,-0.010659519821638241,0.0,22.521469116210938,1.0935957431793213,-6.037282946705818,486.92437744140625,-75.91519165039062,831.9549396514892,0.2,1310,0.009025144,0.0003,0.071044921875
272384,3819,71,133,-69.02306128,102.0,-0.004077884169237223,0.0,18.714996337890625,1.0873767137527466,-6.019971504807472,278.99737548828125,-73.48312377929688,704.5074456214904,0.2,1320,0.0047312267,0.0003,0.03701171875
274432,3847,71,134,-212.18614900999998,102.0,-0.009922188641212415,5.960464477539063e-08,16.534339904785156,1.0909147262573242,-6.015630307793617,214.20700073242188,-69.42522430419922,591.0469573020935,0.2,1330,0.008786869,0.0003,0.083056640625
276480,3875,71,135,-210.23655205999995,102.0,0.0021023888286435975,0.0,-113.95085144042969,1.0905447006225586,-6.023316982388496,106774.9296875,-193.671875,174705.27644729614,0.2,1340,0.017037429,0.0003,0.06455078125
278528,3903,71,136,-269.03779007,102.0,-0.007568959187483415,5.960464477539063e-08,21.340740203857422,1.097124457359314,-6.036012445390225,345.3750915527344,-64.16847229003906,635.1400950908661,0.2,1350,0.0062324572,0.0003,0.05107421875
280576,3931,71,137,-267.50067237,102.0,0.006548298212874215,1.1920928955078125e-07,13.806392669677734,1.107102394104004,-6.065548075735569,354.9521179199219,-65.79705047607422,34024.40876474381,0.2,1360,0.018936068,0.0003,0.127783203125
282624,3959,71,138,-346.88028109,102.0,-0.003744474232371431,0.0,16.705671310424805,1.1099178791046143,-6.087872192263603,156.82070922851562,-66.79776000976562,607.5766926765442,0.2,1370,0.00341277,0.0003,0.010302734375
284672,3986,71,139,-191.61634089999998,102.0,0.0034216367697808892,0.0,-55.892799377441406,1.109257459640503,-6.0939326420426365,46139.390625,-133.37889099121094,73583.14495410919,0.2,1380,0.009472242,0.0003,0.018896484375
286720,4014,71,140,-190.76912195000006,102.0,-0.0038597098144236954,1.1920928955078125e-07,19.31972312927246,1.1061443090438843,-6.082348096370697,304.79876708984375,-62.68982696533203,578.9304476737976,0.2,1390,0.0053079715,0.0003,0.029345703125
288768,4042,71,141,-129.61719491000002,102.0,-0.007213916294858791,0.0,16.004209518432617,1.1054381132125854,-6.076411736011505,172.90350341796875,-60.0769157409668,482.5312035083771,0.2,1400,0.0056655025,0.0003,0.0546875
290816,4070,71,142,-155.50435023999998,102.0,-0.005438641078944784,0.0,14.999293327331543,1.1044338941574097,-6.0742681726813315,157.65359497070312,-54.8408317565918,388.45809240341185,0.2,1410,0.0049865115,0.0003,0.02890625
292864,4098,71,143,-71.74966477,102.0,0.011066025750187692,0.0,-6.0180840492248535,1.093879222869873,-6.051332141458988,4294.5341796875,-69.61787414550781,6650.400289201736,0.2,1420,0.008150927,0.0003,0.144580078125
294912,4126,71,144,-70.54082758000001,102.0,-0.00398123906343244,0.0,10.934632301330566,1.0925005674362183,-6.0314577773213385,50.24291229248047,-54.22005844116211,332.6078053951263,0.2,1430,0.0043460084,0.0003,0.014013671875
296960,4154,71,145,-70.53218972000002,102.0,-0.005035073439648841,0.0,13.674765586853027,1.089342474937439,-6.02269573956728,167.86427307128906,-45.46723937988281,269.40606744289397,0.2,1440,0.005900294,0.0003,0.033349609375
299008,4182,71,146,-68.8511843,102.0,-0.007194184385298286,-1.1920928955078125e-07,8.264342308044434,1.0859274864196777,-6.0119030877947806,36.32390594482422,-44.627532958984375,207.96285278797149,0.2,1450,0.0067021344,0.0003,0.046435546875
301056,4210,71,147,-87.93769641,102.0,-0.005539764590503182,5.960464477539063e-08,8.100553512573242,1.0858848094940186,-5.997197675704956,52.50093460083008,-38.544593811035156,152.17048478126526,0.2,1460,0.010737879,0.0003,0.04560546875
303104,4238,71,148,-108.38041124999998,102.0,-0.0035423573150183073,1.1920928955078125e-07,-27.140914916992188,1.0901986360549927,-6.013544207811355,10266.830078125,-67.58818054199219,22305.55931658745,0.2,1470,0.010898914,0.0003,0.0337890625
305152,4266,71,149,-108.01441254999997,102.0,-0.0023796920839231463,0.0,-2.5165538787841797,1.0945008993148804,-6.031840279698372,1063.8104248046875,-48.008121490478516,3474.339258766174,0.2,1480,0.0090528205,0.0003,0.077490234375
307200,4294,71,150,-109.93080314999999,102.0,-0.006351340110995807,0.0,7.381291389465332,1.093204140663147,-6.034839701652527,54.12652587890625,-41.132118225097656,169.1275243639946,0.2,1490,0.0056786453,0.0003,0.02763671875
309248,4322,71,151,-108.3851807,102.0,-0.002217969637422357,0.0,6.972273826599121,1.086262822151184,-6.025707097351551,114.24786376953125,-35.49929428100586,194.73545991182328,0.2,1500,0.011320466,0.0003,0.072900390625
311296,4350,71,152,-234.92546832,102.0,-0.007512605536612682,0.0,7.989950656890869,1.078032374382019,-5.992587415874004,48.02224349975586,-29.323392868041992,94.48891857862472,0.2,1510,0.013628222,0.0003,0.06875
313344,4378,71,153,-211.81392798000005,102.0,-0.0005413332415628247,0.0,-182.4634552001953,1.0789307355880737,-5.977010264992714,320642.84375,-213.771728515625,393603.12970676424,0.2,1520,0.005033886,0.0003,0.014111328125
315392,4407,71,154,-211.90780328,102.0,-0.006091015950369183,0.0,7.51005744934082,1.0732536315917969,-5.97362150400877,47.64614486694336,-29.519603729248047,102.03202992677689,0.2,1530,0.0069122263,0.0003,0.0416015625
317440,4435,71,155,-207.90002903999996,102.0,-0.006781445138039998,-1.1920928955078125e-07,3.2970683574676514,1.0616053342819214,-5.943950645625591,32.876827239990234,-27.83837127685547,106.44873842597008,0.2,1540,0.010808239,0.0003,0.109375
319488,4463,71,156,-207.7270830999999,102.0,-0.007331215791055001,0.0,3.1802496910095215,1.0473724603652954,-5.894196540117264,25.36484146118164,-24.215496063232422,52.881736195087434,0.2,1550,0.010491048,0.0003,0.07841796875
321536,4491,71,157,-74.91173151,102.0,-0.006290966643427964,0.0,2.5527610778808594,1.0449880361557007,-5.8556212648749355,18.54987335205078,-20.67450714111328,39.901532757282254,0.2,1560,0.008564979,0.0003,0.084716796875
323584,4519,71,158,-74.01738854,102.0,-0.003611556933901738,1.1920928955078125e-07,-76.60762786865234,1.0444425344467163,-5.850349836051464,21463.880859375,-96.93841552734375,13784.628178358078,0.2,1570,0.0031239055,0.0003,0.014306640625
325632,4547,71,159,-71.17723462000001,102.0,-0.002610488077334594,1.1920928955078125e-07,5.585495948791504,1.0438661575317383,-5.850099802017212,18.499494552612305,-20.823944091796875,46.2983815908432,0.2,1580,0.0076178545,0.0003,0.033203125
327680,4576,71,160,-70.27464217,102.0,-0.007255808453192003,0.0,2.982724666595459,1.0412601232528687,-5.846231445670128,20.92683219909668,-18.746667861938477,32.41211216151714,0.2,1590,0.01015134,0.0003,0.092041015625
329728,4604,71,161,-68.52347871,102.0,-0.008237556500534992,0.0,1.9508861303329468,1.0288751125335693,-5.8140249565243725,12.216009140014648,-16.732755661010742,25.336193007230758,0.2,1600,0.009288716,0.0003,0.101171875
331776,4632,71,162,-24.599184129999998,102.0,-0.006137293586652959,0.0,2.350132942199707,1.0158586502075195,-5.767428243160248,10.659406661987305,-14.037270545959473,19.036059962213038,0.2,1610,0.009617806,0.0003,0.0916015625
333824,4660,71,163,-23.871561439999997,102.0,-0.005530683165852679,0.0,2.0779025554656982,1.001356601715088,-5.708362098038196,9.272578239440918,-12.39198112487793,14.948445904254914,0.2,1620,0.00941304,0.0003,0.072314453125
335872,4688,71,164,-22.67743382,102.0,-0.009253932398860343,0.0,0.5843799710273743,0.9851715564727783,-5.64553023725748,5.423464298248291,-12.324993133544922,12.543547727167606,0.2,1630,0.010607991,0.0003,0.109619140625
