x,y,z,err
1.0,0.0,0.0,2.1157086
0.93897593,-0.05933329,0.037462343,1.0594121
0.8840769,-0.09938165,0.073925965,0.5366781
0.82233995,-0.17538212,0.11790549,0.2660754
0.7735496,-0.23910245,0.15479293,0.14578201
0.6588456,-0.33331695,0.23666954,0.06603938
0.60936785,-0.35326505,0.2759301,0.047737915
0.5072826,-0.2777305,0.3583929,0.06862931
0.37890002,-0.1844264,0.46097305,0.16362886
0.3207745,-0.21205641,0.50458556,0.07391606
0.23264666,-0.13910031,0.58007276,0.10577883
0.20418862,-0.16952385,0.61368924,0.014708808
0.07587422,-0.08006977,0.7096961,0.116230756
0.021709891,-0.07548111,0.7759602,0.07793228
0.18673655,0.033600908,0.9120591,0.19529171
0.13750932,-0.036710873,0.91870695,0.07081918
0.062404763,-0.055317394,0.94899434,0.034350056
0.020020409,-0.07797465,0.9804914,0.056064453
0.017401705,-0.05730824,0.98751223,0.06177646
0.0020689212,-0.022636622,0.98453623,0.038743638
-0.0092048785,0.004054672,0.99931616,0.03437361
-0.008499904,-0.017167075,0.9839998,0.03678907
0.011939828,-0.014411625,0.96538275,0.03752168
0.004254081,-0.017376272,0.9939031,0.035508823
-0.024068555,-0.014169403,1.0042492,0.03480948
-0.018524261,-0.007227095,0.968735,0.0340422
-0.0093035055,-0.0282392,0.9878544,0.03140894
-0.015972763,-0.03223844,1.001314,0.031976704
-0.02537419,-0.018444229,1.0077993,0.028299263
-0.001578226,-0.016815651,1.0098025,0.027445972
0.0014296687,0.0167909,1.001075,0.026962938
-0.008299582,-0.01996555,0.9893589,0.027234007
-3.6348476e-05,-0.013766752,0.9965305,0.02741138
-0.028681472,0.01857559,1.021691,0.03643461
-0.014986001,-0.0012508542,0.99532175,0.023058135
-0.007304449,-0.033142533,0.98563486,0.025900895
-0.013297856,-0.017999554,1.0192533,0.026676457
0.012853817,-0.009911827,1.0063343,0.028035004
0.020062916,-0.0025416461,0.99447554,0.02863195
0.00040138696,-0.014809228,0.99542826,0.026379144
-0.006691747,-0.024844006,0.9869647,0.027219338
-0.0023899104,-0.0373776,0.98521394,0.02736479
-0.027941762,-0.024400862,0.9953142,0.028736271
0.0017598523,-0.02353002,0.97863597,0.029629616
0.0013190162,0.014266411,0.9847146,0.028139524
-0.0024278546,0.026374295,0.9681369,0.034975227
-0.0045632273,0.0054495656,0.9716922,0.03828978
-0.017990958,-0.019859467,0.9892127,0.039776534
0.00066537794,-0.009904698,1.0028439,0.03643487
-0.01273115,-0.012940848,1.0395714,0.03923432
-0.0055327252,-0.0090121245,1.020997,0.03458921
-0.008764273,-0.009261193,1.0122563,0.029832892
0.008280668,-0.016602335,0.99076957,0.029124089
-0.024880392,-0.0044265287,0.99681765,0.02637691
0.0061318534,-0.005709389,1.0055172,0.029091455
-0.0030463191,-0.013676622,0.9887817,0.03123597
-0.0119539825,-0.019965278,0.98417777,0.027191132
0.0152975265,-0.024052922,0.99563056,0.029245643
-0.008655298,-0.0027992197,0.9986465,0.027135937
-0.044534054,-0.006643164,1.0083505,0.03366315
-0.012952272,-0.0111074215,1.0048026,0.034548953
-0.0022786811,0.002274347,1.0125048,0.035359547
0.0200776,-0.021888819,1.0173353,0.026788702
0.010051232,-0.023563033,1.005112,0.027007839
-0.01265647,0.008447183,1.0044771,0.029713625
0.0007388078,0.0055135544,0.99494714,0.030010909
-0.00124458,0.0075444225,0.9983401,0.02966062
-0.011827565,0.0022676343,0.9858902,0.027328413
-0.0015059074,-0.009681255,0.985237,0.026127243
0.0016754346,-0.012097049,0.9871838,0.026680544
0.006314844,0.012630065,0.9948074,0.028660342
0.00091559393,-0.0036616821,0.9825281,0.02727039
0.00085296377,-0.020186156,0.9842302,0.026998403
-0.004992928,-0.013678064,0.99329066,0.02598813
-0.010115516,0.0031012434,1.0025868,0.026591597
0.0013651586,0.010049636,0.9834805,0.026214976
-0.0092264535,0.013439108,0.9840449,0.028261863
-0.014426118,-0.03766881,1.0010829,0.026256746
-0.015027498,-0.005648198,1.0142145,0.027577307
-0.006308655,-0.0005635192,0.9986862,0.026852448
0.008203928,-0.025270846,0.99561965,0.0266551
0.017266087,-0.041415457,0.99957114,0.02892618
-0.012654379,-0.018553842,1.0161815,0.027858082
0.0031948155,-0.031964194,1.0109241,0.029152092
-0.01673088,-0.009479985,1.0193483,0.027648244
0.0032116852,0.009415878,1.0047026,0.026762232
0.011182253,0.0002767806,0.995538,0.028103791
-0.025257148,0.014053776,0.99151707,0.031416096
0.002165623,-0.015583859,0.9967366,0.027380604
-0.021986654,-0.011172754,0.9980805,0.032288454
3.1234176e-05,0.0031111506,1.0124311,0.0378053
0.016750893,0.00022785674,1.0198314,0.02641649
-0.0015873025,-0.008840418,1.0253398,0.028743412
-0.02936575,-0.01395061,1.0154225,0.029789645
-0.04151311,-0.0054506105,0.9993217,0.035484284
0.03001563,0.018579353,1.0166354,0.020951558
-0.027986305,-0.024717733,0.9962149,0.017541014
0.01615466,-0.039395254,1.0087494,0.028849943
-0.005312906,-0.04802776,1.0138313,0.03316378
-0.0053685415,-0.024809266,1.019021,0.03105551
