x,y,z,err
1.0,0.0,0.0,0.14283255
0.99897295,-0.0010899389,0.013453094,0.14856909
0.99899113,-0.0011284375,0.013482621,0.16085337
0.9990067,-0.0011587361,0.013483056,0.16701934
0.999024,-0.0011895726,0.013482079,0.17010467
0.9990387,-0.0012142069,0.013484591,0.17164767
0.9990551,-0.0012363777,0.013482532,0.17242421
0.9990716,-0.0012602286,0.013482723,0.1728103
0.99908525,-0.0013079391,0.013479416,0.17298992
0.9991054,-0.0013288187,0.013484111,0.17309438
0.9991226,-0.0013470664,0.0134797,0.17315169
0.9992814,-0.00097647443,0.013294683,0.17359091
0.99956125,-0.0008452199,0.013436675,0.17355362
0.9995735,-0.00088558585,0.013482607,0.17333658
0.9995786,-0.00091046246,0.013484513,0.17325827
0.9995792,-0.00092843187,0.01346056,0.17323546
0.999581,-0.00095011556,0.013450553,0.17321457
0.9995821,-0.00096808554,0.0134364,0.17320828
0.9995891,-0.0009972203,0.013468405,0.17317541
0.9995932,-0.0010187994,0.013481687,0.1731725
0.9995905,-0.0010306357,0.013454815,0.17319593
0.9996153,-0.001044061,0.01341692,0.17322892
0.99965,-0.0009683456,0.013484222,0.17324193
0.9996478,-0.0009653367,0.013483074,0.17322463
0.9996451,-0.0009625783,0.013483127,0.17321485
0.99966204,-0.0009207206,0.013448971,0.17326367
0.9997038,-0.00087164005,0.013483095,0.17326711
0.99970716,-0.0008732444,0.0134830065,0.17323716
0.9997105,-0.0008748604,0.013482987,0.17322212
0.99971384,-0.00087648194,0.013482966,0.17321461
0.99971724,-0.00087810913,0.013482947,0.17321087
0.9997206,-0.00087974186,0.013482927,0.173209
0.999724,-0.0008813801,0.013482908,0.17320806
0.99972737,-0.000883024,0.013482888,0.1732076
0.99973077,-0.0008846734,0.013482869,0.17320736
0.9997343,-0.00088634476,0.013482727,0.16984558
0.9997377,-0.0008880237,0.013482828,0.17150876
0.9997411,-0.0008896903,0.013482809,0.17235363
0.99974453,-0.00089136243,0.0134827895,0.17277932
0.999748,-0.00089304865,0.013482706,0.17119728
0.9997512,-0.0008947075,0.013483091,0.17219576
0.9997547,-0.00089634536,0.013482731,0.17270023
0.9997587,-0.0008981129,0.013481863,0.17295408
0.99976206,-0.00089993776,0.013482692,0.17307986
0.9997655,-0.00090164295,0.013482673,0.17314349
0.99976903,-0.00090335397,0.0134826545,0.17317532
0.99977255,-0.00090506923,0.013482659,0.17319122
0.999776,-0.00090678287,0.013482665,0.17319918
0.9997795,-0.0009084946,0.013482669,0.17320316
0.999783,-0.00091020454,0.013482675,0.17320515
0.9997865,-0.00091191276,0.01348268,0.17320614
0.99978995,-0.00091361796,0.013482691,0.17250235
0.9997934,-0.0009153218,0.01348269,0.17285402
0.6914899,-0.30922878,0.01613541,0.31046477
0.31485432,-0.65726227,0.10535086,0.60902965
-0.092401154,-0.49360782,0.26999888,0.59187883
0.082816646,-0.3582901,0.43064225,0.23360814
-0.26944357,-0.23551188,0.5908614,0.46476752
-0.036964413,-0.11764125,0.75123036,0.23690411
0.032798298,-0.16562353,0.7851032,0.098199755
-0.10829131,-0.21713355,0.78947204,0.16598192
0.0032502976,-0.19492237,0.85395485,0.09010936
0.020449204,-0.1806669,0.9004148,0.08096889
-0.040931202,-0.23716667,0.87226707,0.16996741
-0.048929445,-0.28858867,0.8455024,0.21518624
0.110048436,-0.13928312,0.953662,0.10748641
0.012046302,-0.19261496,0.9267095,0.112454265
-0.050756346,-0.17127024,0.92276204,0.12751362
0.10402866,-0.0049093105,1.0364518,0.11411659
-0.022613319,-0.096646205,0.9429239,0.088865556
-0.070460185,-0.104754575,0.91606015,0.16438335
-0.058269165,-0.111725144,0.90080833,0.16837029
-0.04511639,-0.093243435,0.8785012,0.16927399
-0.0328115,-0.08133804,0.8663167,0.14852783
-0.03460484,-0.1106728,0.8402335,0.15456004
0.017401908,-0.08186594,0.8422485,0.119585164
-0.038838882,-0.13381287,0.8154354,0.13870779
-0.0061681573,-0.086216584,0.80770177,0.12649862
-0.048619468,-0.112508744,0.7808987,0.14318722
0.01811769,-0.08238027,0.8065263,0.10000055
-0.11657302,-0.03094854,0.850964,0.12599626
0.102833316,-0.24199285,0.95328516,0.20855257
0.039148804,-0.17463057,0.9264201,0.10346618
-0.042558473,-0.11092787,0.89950913,0.11101394
-0.06158568,-0.10178043,0.87265426,0.13434027
-0.0011546072,0.009363391,0.91284126,0.11201426
-0.039982118,-0.04015923,0.88600856,0.119591214
-0.040145356,-0.07493588,0.8592185,0.13546997
-0.0770609,-0.08308557,0.8322291,0.147541
-0.009520141,-0.17249288,0.85941714,0.12631789
-0.100251324,-0.062242217,0.8685659,0.11742662
0.015290842,-0.16188857,0.9054524,0.09852518
-0.01839565,-0.11511728,0.87861776,0.114968434
0.078414895,0.026085854,0.9210579,0.1289615
-0.0037603015,-0.04453053,0.8870183,0.1094505
-0.033691127,-0.081534155,0.8600836,0.13241994
0.08525224,0.040592495,0.91318786,0.14317068
0.022236539,-0.015132882,0.878566,0.11989577
-0.041543365,-0.05100864,0.8517051,0.13292213
-0.055338267,-0.06503487,0.8248551,0.14710893
