x,y,z
1.0,0.0,0.0
0.7276277,-0.2668198,0.23985797
0.49836913,-0.49920353,0.4635622
0.44462883,-0.31449005,0.56074417
0.4405036,-0.24792351,0.6027766
0.42088842,-0.25474524,0.6459428
0.39388618,-0.27684832,0.6901569
0.36319584,-0.2842188,0.73531336
0.32758796,-0.26072326,0.7814002
0.29533285,-0.23755468,0.82825935
0.2562972,-0.217419,0.875982
0.19943033,-0.16466579,0.8653074
0.1579585,-0.11255715,0.9093425
0.100443974,-0.053714097,0.85717714
0.05490763,-0.048466496,0.9021466
0.013834104,-0.011112048,0.889418
-0.0064509683,-0.0465951,0.9231419
0.046576932,-0.08319754,0.9596246
0.023824692,-0.052486017,0.9563798
-0.0036037108,-0.0996198,0.9764264
0.05528848,-0.040624294,1.0262047
-0.00036720495,-0.029053697,0.9810097
0.015622001,-0.07545746,1.0305941
0.038300693,-0.058843195,1.0450928
0.045047373,-0.059811167,1.0452065
0.045394365,-0.08382393,1.0566957
0.04619376,-0.08430997,1.0654833
0.061291516,-0.035114504,1.0532477
0.023937656,-0.095213786,1.0611193
0.07030155,-0.0574995,1.0098726
0.056604154,-0.0138506135,0.9580799
0.013303691,0.028438447,0.90531266
0.0015516761,-0.0135651445,0.9529734
0.0060181213,-0.05564767,0.9576285
0.032010645,-0.055386487,1.0034719
0.032286268,-0.053495977,0.97955996
0.034603495,-0.007835581,0.92720115
0.04076644,-0.0650388,0.95618266
0.06384809,-0.017590532,0.9035508
0.035563987,-0.03333304,0.9198382
0.02924,-0.07855919,0.9679156
0.06587713,-0.02423506,0.9748949
0.01737202,-0.0555048,0.95907944
0.020818423,-0.044456515,0.94941074
0.063048914,0.012536395,0.9201081
0.016759222,-0.029484706,0.91228145
0.017324721,-0.048920184,0.9263336
0.029569456,-0.038664434,0.9429635
0.01960972,-0.05950101,0.95311934
0.024810208,-0.024234205,0.95750105
0.021891668,-0.050462276,0.9718069
0.033010624,-0.08252172,1.0066918
0.047853325,-0.06090369,1.0470014
0.01355157,-0.0509473,1.0091338
0.028427213,-0.043135546,1.0222297
0.02200652,-0.09425309,1.0410295
0.07861129,-0.037376896,1.0413263
0.037044045,-0.06403003,1.0014808
0.03690337,-0.022201044,0.9536704
0.042592343,-0.019162396,0.95878255
0.045732103,-0.004817906,0.93495977
0.016870966,-0.018712698,0.88849956
0.040529627,-0.0047279275,0.88561815
0.032935604,-0.0038739338,0.8609773
-0.0065131867,-0.05809726,0.87872845
0.048201907,0.0018839133,0.9227875
-0.0048837983,-0.05903924,0.9119819
0.03250348,0.00065576937,0.96016586
-0.025056398,-0.057775978,0.9741679
0.031631313,-0.0125998575,0.9724083
0.054551903,0.033539657,0.9202998
-0.008063088,0.00035330592,0.90061206
0.016460227,-0.04656827,0.9486331
0.028141974,-0.087889634,0.99542713
0.053089067,-0.039399996,0.99206203
0.016152423,-0.059422962,0.97421
0.06267619,-0.004721351,0.969011
0.021906354,-0.065464735,0.9848682
0.08304481,-0.021940319,0.9453839
0.04258943,-0.033749916,0.8994621
0.052282345,-0.017377106,0.8905288
0.021668443,-0.03144194,0.893388
0.046782557,0.011569359,0.8973255
0.017161723,-0.043630186,0.89428216
0.048850514,0.0022918943,0.88289636
-0.0016786904,-0.01342949,0.87182873
0.0038181506,-0.056342717,0.91966003
0.043432467,-0.05783169,0.965541
0.041966684,-0.093687005,1.006091
0.034380317,-0.03285945,0.97431713
0.03107323,-0.08081153,1.0235634
0.06588585,-0.028873315,0.988662
0.0021067788,-0.08137481,0.9579629
0.04714391,-0.026458094,0.9690157
0.025188893,-0.061580725,0.94122726
0.04811424,-0.0032552932,0.8981877
-0.00886208,-0.060621988,0.940807
0.04524553,-0.00032599803,0.97052705
0.017617673,-0.044674926,0.93934846
0.03348428,-0.048225597,0.95216185
