x,y,z
1.0,0.0,0.0
0.7330786,-0.26029348,0.24686177
0.65584296,-0.36552235,0.3561732
0.6478108,-0.325709,0.4047198
0.6238047,-0.2758953,0.45444041
0.5959797,-0.29266414,0.50458854
0.5610224,-0.27038208,0.55529714
0.52653223,-0.28205952,0.60622084
0.48299795,-0.2309587,0.6579079
0.43543327,-0.23783268,0.7032174
0.38476354,-0.18260045,0.73253644
0.32252127,-0.17915805,0.7860111
0.27017346,-0.159995,0.81732756
0.21498358,-0.10443447,0.8013122
0.15719819,-0.052031465,0.78381205
0.09926982,-0.021551207,0.7615619
0.042769678,0.020002909,0.78297925
0.0039289473,-0.010678406,0.8199243
0.024966089,-0.048238408,0.87172425
0.050089087,-0.016000722,0.87651116
0.019617962,-0.065100625,0.8689977
0.069381155,-0.022280725,0.8196595
0.036558073,0.046686903,0.7908368
-0.008398006,-0.017605703,0.82457656
0.042409252,0.028756179,0.8162726
0.014181488,0.018785905,0.80591536
-4.9479477e-05,-0.022946034,0.8274817
0.027702807,-0.006782007,0.8499009
0.024144195,0.023842677,0.8274084
0.025620578,-0.04530477,0.8503007
0.077347666,-0.01194913,0.8453469
0.035794336,0.04686081,0.8156125
0.013927307,0.010628535,0.86510956
0.013457532,-0.026275843,0.86082673
0.057093278,0.024262369,0.82343775
0.032674827,-0.017441122,0.81309664
0.052667372,0.024165973,0.79647243
0.031105235,0.053223964,0.7621822
-0.008746475,-0.0004879922,0.7920505
0.02039993,0.03511567,0.79646647
0.044389647,0.006920477,0.8154927
0.016658287,-0.060031246,0.8622489
0.07584009,-0.008546286,0.8500981
0.033619527,-0.0030949097,0.830663
0.06807413,0.039159957,0.79891133
0.0193028,0.0266764,0.7820196
0.01878963,-0.012115678,0.8305936
0.03624341,-0.048573546,0.8699581
0.090907834,-0.0139861405,0.8197321
0.050339136,0.024451286,0.81264025
-0.0012739582,-0.018086428,0.82969457
0.051450673,-0.044571683,0.874618
0.048311368,-0.0853803,0.9149464
0.10113188,-0.0517816,0.86421704
0.07055709,0.0059879036,0.84278005
0.017533265,-0.028948665,0.8362937
0.05961909,0.019187875,0.85395664
0.03449705,0.013914756,0.80206096
0.04669371,0.009164015,0.83297783
0.0030578237,-0.05239616,0.8695819
0.059377417,-0.011801628,0.85582334
0.04485712,0.06175528,0.8302491
-0.002828819,0.027949044,0.8134712
0.024789823,-0.009326171,0.833295
0.027329091,-0.04568086,0.85337645
0.04321641,-0.049930304,0.88240296
0.07490067,-0.00842852,0.8391274
0.038744457,0.056442384,0.8043738
-0.010918805,-0.010452971,0.80693287
0.035175834,0.029608754,0.8158516
0.032189406,0.0050210976,0.79714954
0.046004836,0.015526708,0.8028031
0.019954156,0.0822713,0.7705987
-0.021620438,0.049406912,0.80523115
0.028072039,0.009755306,0.8544691
0.01930047,-0.0569175,0.8331945
0.07028032,-0.018977618,0.82449186
0.043986727,0.04425767,0.7988579
-0.0065051536,-0.010766436,0.8189256
0.045038227,0.030000465,0.80188954
0.033952318,-0.011294156,0.7978612
0.06053436,0.028906861,0.7779829
0.026524438,-0.0037633898,0.8010824
0.038632493,-0.06657193,0.85014457
0.09059323,-0.020816127,0.82043904
0.059813242,0.020587424,0.77469695
0.013821451,-0.01869677,0.8075177
0.042614117,0.030390026,0.78570807
0.049200885,-0.02875276,0.80596524
0.06709482,0.04270059,0.80935216
0.022023225,-0.01836757,0.78485996
0.06594758,0.030595843,0.7900716
0.014761679,0.05211288,0.74021465
-0.020901361,0.010340068,0.7892622
0.0145514915,-0.026806643,0.83889896
0.040026885,-0.037101444,0.8655046
0.036776185,-0.015411696,0.87783027
0.053979494,-0.06951426,0.895021
0.11279876,-0.029887898,0.84406316
0.06561933,0.007621449,0.79504055
