rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,train/policy_gradient_loss,train/value_loss,train/n_updates,train/learning_rate,train/clip_range,train/approx_kl,train/advantages,train/loss,train/std,train/clip_fraction,train/returns,train/entropy_loss,train/explained_variance
-2.13071292,112,102.0,3082,229376,74,-0.005860505607415689,0.038186453420348695,1110,0.0003,0.2,0.019072514,-0.008362829685211182,-0.02628398686647415,0.39467567205429077,0.172607421875,-0.2992401719093323,-1.8567895200103521,-5.245208740234375e-06
-2.12595936,113,102.0,3109,231424,74,-0.004612850214471109,0.04267185966527905,1120,0.0003,0.2,0.017369825,-0.01686187833547592,0.0539504811167717,0.39290517568588257,0.1654296875,-0.2911834716796875,-1.8411407601088285,-4.887580871582031e-06
-2.07193654,114,102.0,3137,233472,74,0.004238345536577981,0.038291993747407105,1130,0.0003,0.2,0.015263078,0.0032714842818677425,0.014616554602980614,0.39577654004096985,0.143408203125,-0.2510405480861664,-1.8585307747125626,-4.887580871582031e-06
-2.00815385,115,102.0,3164,235520,74,-0.0131559995279531,0.03850625881605083,1140,0.0003,0.2,0.017622944,-0.004563149996101856,-0.0003813300281763077,0.3945918083190918,0.17568359375,-0.2589917778968811,-1.865798034518957,-4.649162292480469e-06
-2.0432750700000004,116,102.0,3192,237568,74,-0.0010344684575102291,0.038103915543615585,1150,0.0003,0.2,0.021119881,0.014533443376421928,-0.002572942990809679,0.3944697678089142,0.147265625,-0.2112218737602234,-1.8603312741965055,-4.5299530029296875e-06
-2.06591598,117,102.0,3219,239616,74,-0.005728403449757025,0.045144125767546936,1160,0.0003,0.2,0.017385175,-0.00021013710647821426,0.016673127189278603,0.3914719820022583,0.156884765625,-0.2360658347606659,-1.847884465754032,-4.5299530029296875e-06
-2.11033224,118,102.0,3246,241664,74,-0.00715878086120938,0.04736415748775471,1170,0.0003,0.2,0.01788295,0.024492044001817703,0.016154302284121513,0.3879430294036865,0.184130859375,-0.21606948971748352,-1.8065011691302062,-4.0531158447265625e-06
-2.1572587500000004,119,102.0,3274,243712,74,0.0007151218575017993,0.049005700145062295,1180,0.0003,0.2,0.014507136,-0.021911611780524254,0.06325601041316986,0.3887733519077301,0.14892578125,-0.27357810735702515,-1.7952305570244789,-4.291534423828125e-06
-2.18116376,120,102.0,3301,245760,74,-0.0007128024328267202,0.05147101080001448,1190,0.0003,0.2,0.014832988,0.021637549623847008,0.09402504563331604,0.3871292471885681,0.154931640625,-0.25175172090530396,-1.7903129935264588,-4.172325134277344e-06
-2.16303222,121,102.0,3329,247808,74,0.0013408850951236672,0.045617393541760975,1200,0.0003,0.2,0.01623379,0.03582277521491051,0.01292337290942669,0.38441765308380127,0.151513671875,-0.24218711256980896,-1.7635339681059121,-4.0531158447265625e-06
-2.14603039,122,102.0,3356,249856,74,-0.010697362202699878,0.04235774029075401,1210,0.0003,0.2,0.02132228,0.004258906468749046,-0.0015433188527822495,0.3809479773044586,0.178662109375,-0.28350603580474854,-1.7337307497859,-4.291534423828125e-06
-2.1602382999999996,123,102.0,3383,251904,74,-0.007552413347002585,0.04482851887078141,1220,0.0003,0.2,0.03068408,0.010015149600803852,0.015525474213063717,0.380645215511322,0.18251953125,-0.2624245584011078,-1.722178676351905,-4.0531158447265625e-06
-2.17514353,124,102.0,3411,253952,74,-0.001694958229199983,0.0549936059556785,1230,0.0003,0.2,0.018962927,0.04271877929568291,0.0032139732502400875,0.3767585754394531,0.16865234375,-0.2526470422744751,-1.6981141544878482,-4.0531158447265625e-06
-2.1789246299999996,125,102.0,3438,256000,74,-0.010684425974613988,0.05667446738807484,1240,0.0003,0.2,0.01918035,0.04497239738702774,-0.019986052066087723,0.375676691532135,0.161474609375,-0.23642469942569733,-1.6691686183214187,-4.0531158447265625e-06
-2.19233595,126,102.0,3465,258048,74,-0.012254074080556166,0.04881910654657986,1250,0.0003,0.2,0.03051611,0.013306887820363045,-0.0015814471989870071,0.3698227107524872,0.2017578125,-0.2718265950679779,-1.6337761878967285,-3.933906555175781e-06
-2.1705484700000004,127,102.0,3493,260096,74,-0.011511603447434026,0.046720623436704044,1260,0.0003,0.2,0.044264928,0.007773018907755613,0.02116210013628006,0.36819252371788025,0.19931640625,-0.28079745173454285,-1.5986288998275995,-4.172325134277344e-06
-2.1084568900000003,128,102.0,3520,262144,74,0.000880010837863665,0.04142138291354058,1270,0.0003,0.2,0.018441763,0.052158892154693604,-0.012217014096677303,0.367366224527359,0.174755859375,-0.24792157113552094,-1.5803287729620934,-3.933906555175781e-06
-2.06620647,129,102.0,3547,264192,74,-0.00723949288149015,0.04234897823844221,1280,0.0003,0.2,0.05623407,0.023681003600358963,-0.02062980830669403,0.3639562129974365,0.192138671875,-0.25577670335769653,-1.5601412024348975,-4.172325134277344e-06
-2.0883133700000003,130,102.0,3575,266240,74,-0.012391423759254394,0.045799977907154246,1290,0.0003,0.2,0.03332475,0.03202822059392929,-0.00803363136947155,0.3626933693885803,0.196435546875,-0.22147338092327118,-1.5361187636852265,-3.933906555175781e-06
-2.1070795600000007,131,102.0,3602,268288,74,-0.010007234470685944,0.05500639476304059,1300,0.0003,0.2,0.02155036,-0.0060838861390948296,0.09898209571838379,0.35847845673561096,0.177880859375,-0.2666712701320648,-1.504885558411479,-3.814697265625e-06
-2.15173155,132,102.0,3629,270336,74,-0.006236826606618706,0.05084715173652512,1310,0.0003,0.2,0.017402321,0.03372034430503845,0.00774361751973629,0.3592672348022461,0.151025390625,-0.23152929544448853,-1.4922612443566323,-3.814697265625e-06
-2.18561187,133,102.0,3657,272384,74,-0.002497893988766009,0.05231103202386293,1320,0.0003,0.2,0.023850864,0.04451950639486313,-0.018220102414488792,0.35425567626953125,0.2052734375,-0.25365033745765686,-1.4802773531526328,-3.814697265625e-06
-2.2232137100000005,134,102.0,3684,274432,74,-0.00043168811389477925,0.04931623948796186,1330,0.0003,0.2,0.021815106,0.0062422845512628555,-0.007884107530117035,0.35561779141426086,0.1611328125,-0.27782392501831055,-1.4559136152267456,-3.6954879760742188e-06
-2.2365338300000004,135,102.0,3711,276480,74,-0.0023864276859967503,0.058752314874436704,1340,0.0003,0.2,0.01617487,0.030644798651337624,-0.025580763816833496,0.3570801317691803,0.19072265625,-0.2671051025390625,-1.4716259241104126,-3.814697265625e-06
-2.2667024000000002,136,102.0,3739,278528,74,-0.01231096629271633,0.05851893680082867,1350,0.0003,0.2,0.033118058,-0.006633345037698746,0.010023470968008041,0.3572295010089874,0.201953125,-0.27436837553977966,-1.481989983841777,-3.6954879760742188e-06
-2.27272123,137,102.0,3766,280576,74,-0.012454910107771866,0.06061963732718141,1360,0.0003,0.2,0.027581928,-0.02955515868961811,0.04636020213365555,0.35462284088134766,0.172265625,-0.2844492197036743,-1.4693520683795214,-3.6954879760742188e-06
-2.2610395800000003,138,102.0,3793,282624,74,-0.011982512661052169,0.05187783357541775,1370,0.0003,0.2,0.034489103,0.004172027111053467,-0.002246679738163948,0.34983327984809875,0.208642578125,-0.2698621153831482,-1.4302902106195687,-3.4570693969726562e-06
-2.21760163,139,102.0,3821,284672,74,-0.0031017449393402783,0.046431208025023804,1380,0.0003,0.2,0.0188081,0.03172842040657997,-0.01147045474499464,0.3473973274230957,0.196630859375,-0.2604985535144806,-1.3867865778505801,-3.6954879760742188e-06
-2.1843008999999998,140,102.0,3848,286720,74,-0.002661229047225788,0.046511969946732276,1390,0.0003,0.2,0.023507698,0.02113318257033825,0.014423460699617863,0.3436603844165802,0.203662109375,-0.27271172404289246,-1.3406223624944686,-3.5762786865234375e-06
-2.10397912,141,102.0,3875,288768,74,-0.009000319319602568,0.050020320052135504,1400,0.0003,0.2,0.03472156,0.013735146261751652,-0.011641405522823334,0.34099751710891724,0.2318359375,-0.2535436749458313,-1.3139509055763483,-3.5762786865234375e-06
-2.06719007,142,102.0,3903,290816,74,-0.009709232673048972,0.04331376006739447,1410,0.0003,0.2,0.035730697,0.055170781910419464,-0.034614305943250656,0.3406425416469574,0.200146484375,-0.2240370213985443,-1.297291937842965,-3.6954879760742188e-06
-2.05947493,143,102.0,3930,292864,74,-0.0058601645054295656,0.04223146786425787,1420,0.0003,0.2,0.022685044,-0.03290200233459473,0.020681485533714294,0.3420121371746063,0.20166015625,-0.26167622208595276,-1.30391027033329,-3.337860107421875e-06
-2.04338094,144,102.0,3958,294912,74,-0.003951789377606474,0.041540898264065616,1430,0.0003,0.2,0.019558765,-0.0318741574883461,0.003818059340119362,0.34049752354621887,0.172412109375,-0.27495524287223816,-1.306057146936655,-3.4570693969726562e-06
-2.0111864400000004,145,102.0,3985,296960,74,0.0005473351135151461,0.039630746946204456,1440,0.0003,0.2,0.025378369,-0.01006303634494543,-0.0035034622997045517,0.34037113189697266,0.206201171875,-0.23937992751598358,-1.296970546618104,-3.5762786865234375e-06
-2.0194606800000003,146,102.0,4012,299008,74,-0.002862914708384778,0.04038037335958507,1450,0.0003,0.2,0.012825406,-0.09212765842676163,0.08555237948894501,0.3447737693786621,0.14697265625,-0.29862910509109497,-1.3230291787534951,-3.0994415283203125e-06
-1.9999142499999996,147,102.0,4040,301056,74,-0.007842485065339133,0.040778374670480844,1460,0.0003,0.2,0.029225837,0.013709137216210365,-0.015273304656147957,0.341915100812912,0.206689453125,-0.20316195487976074,-1.329767208173871,-3.4570693969726562e-06
-1.97913974,148,102.0,4067,303104,74,-0.001131609408184886,0.03592245616673608,1470,0.0003,0.2,0.026605152,-0.010451005771756172,0.005057858303189278,0.3405277729034424,0.212158203125,-0.22540362179279327,-1.297368521988392,-3.337860107421875e-06
-1.9594975099999998,149,102.0,4095,305152,74,-0.009932934034441131,0.03650886423856718,1480,0.0003,0.2,0.02803086,-0.056666236370801926,0.036910753697156906,0.3389708995819092,0.209912109375,-0.24987368285655975,-1.2857771541923284,-3.2186508178710938e-06
-1.9484651,150,102.0,4122,307200,74,-0.007990061715827324,0.03407302144405548,1490,0.0003,0.2,0.028390102,0.01809997670352459,-0.027198975905776024,0.3347948491573334,0.18720703125,-0.18765930831432343,-1.252552331238985,-3.0994415283203125e-06
-1.9324436299999996,151,102.0,4149,309248,74,-0.0030106922131380998,0.03796372643846553,1500,0.0003,0.2,0.020300675,0.019780371338129044,-0.005625298246741295,0.33299797773361206,0.20009765625,-0.20780663192272186,-1.210515620931983,-3.2186508178710938e-06
-1.9588555499999998,152,102.0,4177,311296,74,-0.0067665676266187805,0.03872607191078714,1510,0.0003,0.2,0.05613873,-0.015155640430748463,-0.0007298626005649567,0.32931214570999146,0.18740234375,-0.23914986848831177,-1.1895287021994592,-3.2186508178710938e-06
-2.02527139,153,102.0,4205,313344,74,-0.000824319377716165,0.047069065643154315,1520,0.0003,0.2,0.018741783,-0.013135315850377083,-0.009888026863336563,0.33093681931495667,0.1685546875,-0.24928386509418488,-1.1766687374562026,-3.2186508178710938e-06
-2.0879594800000003,154,102.0,4232,315392,74,-0.0001833388232626021,0.05575504025764531,1530,0.0003,0.2,0.01898998,-0.0021466854959726334,0.08743013441562653,0.33078426122665405,0.18359375,-0.22558507323265076,-1.1782012090086937,-3.0994415283203125e-06
-2.08311126,155,102.0,4260,317440,74,-0.003266587339749094,0.053772418809967346,1540,0.0003,0.2,0.049170926,0.027829056605696678,0.01327363308519125,0.32770803570747375,0.193798828125,-0.1951526701450348,-1.166344240307808,-2.9802322387695312e-06
-2.0821949099999997,156,102.0,4287,319488,74,-0.00444651522411732,0.03766364171970053,1550,0.0003,0.2,0.019272171,0.02611362189054489,-0.010205088183283806,0.33012762665748596,0.165380859375,-0.20959946513175964,-1.153860531374812,-3.2186508178710938e-06
-2.0413187600000002,157,102.0,4314,321536,74,1.3138551366864704e-05,0.038606634731695524,1560,0.0003,0.2,0.014152992,0.0345032773911953,0.005217523779720068,0.3315826952457428,0.167236328125,-0.21437674760818481,-1.177673779055476,-2.86102294921875e-06
-1.9743493299999997,158,102.0,4342,323584,74,-0.01178230147343129,0.0371645919229195,1570,0.0003,0.2,0.03259168,0.014130553230643272,0.00037907250225543976,0.32861655950546265,0.241796875,-0.227418914437294,-1.175537759438157,-3.337860107421875e-06
-1.9157437099999999,159,102.0,4369,325632,74,-0.006136265154054854,0.03904084669557051,1580,0.0003,0.2,0.025589544,-0.012376980856060982,-0.004853865131735802,0.32805290818214417,0.1978515625,-0.24836520850658417,-1.1561783768236638,-2.9802322387695312e-06
-1.9445388100000003,160,102.0,4397,327680,74,-0.008641098377120215,0.03568085655715549,1590,0.0003,0.2,0.026639748,-0.030547302216291428,0.0576867051422596,0.32672056555747986,0.193994140625,-0.24095791578292847,-1.1371597539633513,-2.6226043701171875e-06
-1.9436839700000004,161,102.0,4424,329728,74,-0.002109230083442526,0.043891716613143214,1600,0.0003,0.2,0.024890486,0.00346835283562541,-0.011343380436301231,0.3247513175010681,0.1912109375,-0.2125333845615387,-1.1131292883306743,-3.0994415283203125e-06
-1.9570051499999999,162,102.0,4451,331776,74,-0.007494927711377386,0.03657487071905052,1610,0.0003,0.2,0.026208539,0.012811852619051933,-0.015425462275743484,0.32331857085227966,0.222998046875,-0.21774479746818542,-1.0976296458393335,-2.86102294921875e-06
-1.9815266500000002,163,102.0,4479,333824,74,-0.010613891141838394,0.03746348611603025,1620,0.0003,0.2,0.027539605,0.0041295308619737625,0.00034755654633045197,0.3200896084308624,0.183447265625,-0.22539611160755157,-1.071829241141677,-2.9802322387695312e-06
-2.0047705800000006,164,102.0,4506,335872,74,-0.0047363916048198005,0.04122669874050189,1630,0.0003,0.2,0.028446764,0.02247348241508007,0.0150032052770257,0.31816908717155457,0.21298828125,-0.19331932067871094,-1.0438927732408048,-2.7418136596679688e-06
-1.9850825400000003,165,102.0,4534,337920,74,-0.013725856384553481,0.04184896515143919,1640,0.0003,0.2,0.034087792,-0.015520698390901089,-0.005510905757546425,0.3144562244415283,0.22412109375,-0.2393738329410553,-0.9993483847007155,-2.7418136596679688e-06
-2.02548968,166,102.0,4561,339968,74,-0.007660460631450405,0.04077160856249975,1650,0.0003,0.2,0.030300565,0.03480762243270874,-0.008294893428683281,0.31314074993133545,0.213134765625,-0.19128385186195374,-0.9679510597139597,-2.5033950805664062e-06
-2.0737436999999996,167,102.0,4589,342016,74,-0.013256197780719958,0.048289786334498784,1660,0.0003,0.2,0.04627709,0.012505769729614258,-0.02457352727651596,0.31075969338417053,0.21015625,-0.215162456035614,-0.9440335320308805,-2.7418136596679688e-06
-2.06202941,168,102.0,4616,344064,74,-0.008861319420975632,0.054384050961380125,1670,0.0003,0.2,0.03969253,-0.0628417506814003,0.047518931329250336,0.3105238676071167,0.189794921875,-0.30723893642425537,-0.9357513971626759,-2.86102294921875e-06
-2.04285043,169,102.0,4644,346112,74,-0.0047138197187450714,0.040963405392540155,1680,0.0003,0.2,0.021234412,0.038521524518728256,0.004766684025526047,0.30855607986450195,0.180029296875,-0.2208148092031479,-0.920855269767344,-2.86102294921875e-06
-2.04369246,170,102.0,4671,348160,74,-0.00400956372541259,0.041059244472853605,1690,0.0003,0.2,0.022071874,-0.0057495636865496635,0.024738933891057968,0.30780863761901855,0.196044921875,-0.2738141715526581,-0.9061203977093101,-2.86102294921875e-06
-2.02146961,171,102.0,4698,350208,74,-8.302764254040085e-05,0.04359997056380962,1700,0.0003,0.2,0.022390582,0.004472807981073856,0.01222759485244751,0.3084554970264435,0.18505859375,-0.2637674808502197,-0.9058163817971945,-2.7418136596679688e-06
-1.9741872200000004,172,102.0,4726,352256,74,-0.0032719104179705027,0.04319594176413375,1710,0.0003,0.2,0.029839054,0.003102758899331093,0.005009809508919716,0.3083791732788086,0.18486328125,-0.22623008489608765,-0.9152890296652914,-2.7418136596679688e-06
-1.9744975599999999,173,102.0,4753,354304,74,-0.0019600832587457263,0.04076244234893238,1720,0.0003,0.2,0.025662176,0.015317820943892002,-0.010061877779662609,0.3099556565284729,0.211376953125,-0.22469723224639893,-0.9224589010700583,-2.6226043701171875e-06
-1.97442324,174,102.0,4781,356352,74,-0.007359845010796562,0.04160246277097031,1730,0.0003,0.2,0.031289086,0.025653433054685593,0.021301673725247383,0.3092499375343323,0.220751953125,-0.19423946738243103,-0.9293771501630544,-2.5033950805664062e-06
-1.9802246499999998,175,102.0,4808,358400,74,0.00728491877525812,0.03883659659331897,1740,0.0003,0.2,0.027986033,-0.016335632652044296,0.004301711916923523,0.3073228597640991,0.20888671875,-0.22729595005512238,-0.9179546419531107,-2.384185791015625e-06
-1.9956869499999998,176,102.0,4836,360448,74,-0.007249571861757431,0.04452090903105273,1750,0.0003,0.2,0.024818039,-0.03755684942007065,0.031498175114393234,0.30505648255348206,0.19736328125,-0.25475016236305237,-0.8978327354416251,-2.5033950805664062e-06
-2.07057541,177,102.0,4863,362496,74,0.0016917851491598413,0.048383904022193745,1760,0.0003,0.2,0.030315392,-0.006026789546012878,0.017289655283093452,0.30359601974487305,0.215234375,-0.23144066333770752,-0.8681027363985777,-2.5033950805664062e-06
-2.11316773,178,102.0,4891,364544,74,-0.004035040008602664,0.062486963642004414,1770,0.0003,0.2,0.02794837,-0.005784164182841778,-0.015683896839618683,0.30388912558555603,0.22294921875,-0.23293273150920868,-0.8587534543126821,-2.5033950805664062e-06
-2.2061758300000007,179,102.0,4918,366592,74,-0.011030705524171935,0.05450165519214352,1780,0.0003,0.2,0.053216677,0.03370900824666023,-0.010503176599740982,0.30218589305877686,0.235107421875,-0.17036713659763336,-0.8474373154342174,-2.384185791015625e-06
-2.28208557,180,102.0,4946,368640,74,-0.011107086682750377,0.06789336145011475,1790,0.0003,0.2,0.033590853,-0.011820392683148384,0.010854925960302353,0.30095216631889343,0.22275390625,-0.20153801143169403,-0.8213179478421807,-2.384185791015625e-06
-2.37262271,181,102.0,4973,370688,74,-0.022709214690257794,0.06754411240035552,1800,0.0003,0.2,0.04238095,-0.017851125448942184,-0.007962189614772797,0.29795414209365845,0.232080078125,-0.21368485689163208,-0.7941302051767707,-2.384185791015625e-06
-2.41916414,182,102.0,5001,372736,74,0.0006820528480602662,0.07941435693282983,1810,0.0003,0.2,0.021001287,0.012564143165946007,-0.006271349266171455,0.29480594396591187,0.17822265625,-0.20591379702091217,-0.743039807677269,-2.1457672119140625e-06
-2.49480104,183,102.0,5028,374784,74,-0.005134588407236152,0.08024325736478204,1820,0.0003,0.2,0.03003395,0.028262654319405556,-0.007424013689160347,0.2934541702270508,0.2318359375,-0.20032797753810883,-0.717307516746223,-2.384185791015625e-06
-2.44409967,184,102.0,5055,376832,74,0.0037308916915208103,0.08298082391193021,1830,0.0003,0.2,0.09903016,-0.016937490552663803,0.017806075513362885,0.2937345802783966,0.231396484375,-0.26880669593811035,-0.7208508901298046,-2.384185791015625e-06
-2.38530021,185,102.0,5083,378880,74,0.004055750576662831,0.050972905821254244,1840,0.0003,0.2,0.028871786,0.019058864563703537,0.018470408394932747,0.29525789618492126,0.21162109375,-0.22968938946723938,-0.7267542749643325,-2.6226043701171875e-06
-2.2841438800000002,186,102.0,5110,380928,74,-0.0016535534465219825,0.05112382948427694,1850,0.0003,0.2,0.029862281,-1.8612481653690338e-06,0.00327465683221817,0.2947878837585449,0.21240234375,-0.23093479871749878,-0.7340425526723265,-2.5033950805664062e-06
-2.18162496,187,102.0,5138,382976,74,-0.009320320420374627,0.047351624543080104,1860,0.0003,0.2,0.029998899,0.035471148788928986,0.004968412220478058,0.2953108549118042,0.223388671875,-0.16201022267341614,-0.7398053674027324,-2.1457672119140625e-06
-2.09209932,188,102.0,5165,385024,74,0.00338856110611232,0.04572664476181672,1870,0.0003,0.2,0.020329027,0.011894425377249718,0.022352147847414017,0.2930607497692108,0.2126953125,-0.18289168179035187,-0.7156182359904051,-2.2649765014648438e-06
-2.0890484399999996,189,102.0,5193,387072,74,-0.0009610944136511535,0.049884014538110935,1880,0.0003,0.2,0.027381014,0.008735967800021172,0.022959133610129356,0.2909526824951172,0.207861328125,-0.1556064486503601,-0.6932261550799013,-1.9073486328125e-06
-2.0855759000000003,190,102.0,5220,389120,74,0.008935790329996963,0.049216040619648994,1890,0.0003,0.2,0.017492762,0.00522004347294569,0.017861532047390938,0.29017648100852966,0.20888671875,-0.15523992478847504,-0.6702487075701355,-1.7881393432617188e-06
-2.08183672,191,102.0,5248,391168,74,0.002961627636977937,0.04787090337013069,1900,0.0003,0.2,0.020753395,0.017651652917265892,-0.00029276334680616856,0.2889762222766876,0.19814453125,-0.16734150052070618,-0.6672266330569983,-1.9073486328125e-06
-2.1268747399999994,192,102.0,5275,393216,74,-0.007198373824940063,0.04577010246284772,1910,0.0003,0.2,0.03225,-0.02961641177535057,0.0012441426515579224,0.2893993854522705,0.19609375,-0.22714464366436005,-0.6624494733288884,-2.0265579223632812e-06
-2.14703447,193,102.0,5303,395264,74,-0.004384207716793753,0.06294442054604588,1920,0.0003,0.2,0.029184807,-0.0029685343615710735,0.014723517000675201,0.28596997261047363,0.2271484375,-0.2102721780538559,-0.6328337505459786,-1.9073486328125e-06
-2.1605453199999998,194,102.0,5330,397312,74,0.0026054512170958334,0.05703241515147965,1930,0.0003,0.2,0.010933783,-0.0031418497674167156,0.004371337592601776,0.29011836647987366,0.19443359375,-0.21334213018417358,-0.6384280860424042,-2.0265579223632812e-06
-2.15010869,195,102.0,5358,399360,74,0.005472063688648632,0.055000390337227145,1940,0.0003,0.2,0.020286672,-0.0013386178761720657,0.06025582551956177,0.29139626026153564,0.200927734375,-0.20746874809265137,-0.6772141061723232,-1.9073486328125e-06
-2.2162609600000005,196,102.0,5385,401408,74,-0.0012394816265441477,0.04519862920642481,1950,0.0003,0.2,0.040517922,0.01149904914200306,0.008341804146766663,0.2912686765193939,0.2234375,-0.18963152170181274,-0.6894697828218341,-1.7881393432617188e-06
-2.17778537,197,102.0,5413,403456,74,-0.006025018222862855,0.06626155279082013,1960,0.0003,0.2,0.07358326,-0.005434279330074787,0.00035875290632247925,0.28703978657722473,0.225537109375,-0.20404209196567535,-0.6624933881685138,-1.7881393432617188e-06
-2.1515443899999998,198,102.0,5440,405504,74,-0.0045758075953926895,0.050059090192371515,1970,0.0003,0.2,0.016348697,-0.024049241095781326,0.05903078243136406,0.28366753458976746,0.22900390625,-0.25559043884277344,-0.6029052916914225,-1.9073486328125e-06
-2.1299040700000003,199,102.0,5468,407552,74,-0.004471763189940248,0.05058694971521618,1980,0.0003,0.2,0.038488068,0.01897311396896839,-0.017431601881980896,0.2791558504104614,0.2498046875,-0.192819282412529,-0.5470657518133522,-1.6689300537109375e-06
-2.12389103,200,102.0,5495,409600,74,-0.0194749297486851,0.05036557984931278,1990,0.0003,0.2,0.06391515,0.0013702940195798874,0.014227770268917084,0.2750653028488159,0.23466796875,-0.22471076250076294,-0.48705169912427665,-1.9073486328125e-06
-2.07340107,201,102.0,5523,411648,74,-0.011030653647321743,0.04365714781670249,2000,0.0003,0.2,0.05839709,0.01869279332458973,-0.0067984480410814285,0.27328023314476013,0.24619140625,-0.16338041424751282,-0.43973869606852534,-1.6689300537109375e-06
-2.08945676,202,102.0,5550,413696,74,0.010321005890000378,0.050787643199873854,2010,0.0003,0.2,0.04182004,0.03506805747747421,-0.03948231041431427,0.2733002007007599,0.18837890625,-0.16219142079353333,-0.4212479118257761,-1.6689300537109375e-06
-2.1721352800000004,203,102.0,5578,415744,74,0.0045977906615007665,0.053280626168270825,2020,0.0003,0.2,0.07873981,-0.012311330065131187,0.010139070451259613,0.2710918188095093,0.238037109375,-0.19233044981956482,-0.39872241895645855,-1.5497207641601562e-06
-2.27241568,204,102.0,5605,417792,74,-0.01397905337071279,0.07620348268392263,2030,0.0003,0.2,0.105597235,-0.00915502104908228,-0.0003411322832107544,0.2692219614982605,0.2515625,-0.2090802788734436,-0.3647842951118946,-1.5497207641601562e-06
-2.3795176199999997,205,102.0,5632,419840,74,-0.0014974170044297352,0.07767797804044677,2040,0.0003,0.2,0.10580741,-0.019931012764573097,0.020862355828285217,0.2668594717979431,0.25087890625,-0.19327786564826965,-0.3453787017613649,-1.430511474609375e-06
-2.4562072800000005,206,102.0,5660,421888,74,-0.0033647907155682335,0.07727499204993364,2050,0.0003,0.2,0.07383216,-0.017947614192962646,0.013879304751753807,0.26622727513313293,0.212060546875,-0.1944916993379593,-0.32098023742437365,-1.430511474609375e-06
-2.5619849000000006,207,102.0,5687,423936,74,-0.008347048319410532,0.07505064555880381,2060,0.0003,0.2,0.04203898,-0.028486208990216255,0.03524717316031456,0.2640346586704254,0.228857421875,-0.23849518597126007,-0.2928110908716917,-1.5497207641601562e-06
-2.55757141,208,102.0,5715,425984,74,-0.011730659948807443,0.09135346396578825,2070,0.0003,0.2,0.07474839,-0.04736100882291794,0.05145272985100746,0.2611647844314575,0.23857421875,-0.27374914288520813,-0.25854723043739797,-1.6689300537109375e-06
-2.55057113,209,102.0,5742,428032,74,-0.005366694129770621,0.07377689895947696,2080,0.0003,0.2,0.039486192,-0.04260382056236267,0.07375951111316681,0.26029619574546814,0.234814453125,-0.26263120770454407,-0.23355592973530293,-1.5497207641601562e-06
-2.58959491,210,102.0,5769,430080,74,-0.004884454344573896,0.07579400988470297,2090,0.0003,0.2,0.040367775,0.022971799597144127,-0.007890863344073296,0.2600947916507721,0.199755859375,-0.19385743141174316,-0.2260962061583996,-1.430511474609375e-06
-2.56300437,211,102.0,5797,432128,74,-0.016303746722405775,0.09048372962279246,2100,0.0003,0.2,0.062504336,0.008531169965863228,0.012435143813490868,0.2563973367214203,0.249853515625,-0.20955710113048553,-0.19249277152121066,-1.430511474609375e-06
-2.49562913,212,102.0,5824,434176,74,0.22044423190018278,0.06521392049980931,2110,0.0003,0.2,0.1366263,0.025914117693901062,0.03129637613892555,0.2543984353542328,0.246240234375,-0.22233711183071136,-0.14844251051545143,-1.6689300537109375e-06
-2.4776115400000003,213,102.0,5852,436224,74,0.0003662729141069576,0.06663782363175415,2120,0.0003,0.2,0.07174917,0.020825978368520737,-0.00980362854897976,0.2535499930381775,0.25546875,-0.21563932299613953,-0.12930258214473725,-1.5497207641601562e-06
-2.4601244099999997,214,102.0,5879,438272,74,0.0002775980843580328,0.06866244381308206,2130,0.0003,0.2,0.030111928,0.0412185862660408,0.020829536020755768,0.25371357798576355,0.233056640625,-0.20112578570842743,-0.11383474208414554,-1.3113021850585938e-06
-2.3670007600000003,215,102.0,5906,440320,74,0.0010454395625856705,0.07051029575886787,2140,0.0003,0.2,0.082767084,-0.035961754620075226,0.01527402549982071,0.2535369396209717,0.2326171875,-0.2665277421474457,-0.12448468543589115,-1.3113021850585938e-06
-2.3774172700000005,216,102.0,5934,442368,74,0.0021892350909183734,0.05833811766497092,2150,0.0003,0.2,0.06723348,0.0006478549912571907,0.011301552876830101,0.251791775226593,0.249560546875,-0.23039841651916504,-0.100217355042696,-1.3113021850585938e-06
-2.40803439,217,102.0,5961,444416,74,0.0019747462181840094,0.07036818844062509,2160,0.0003,0.2,0.057136796,-0.016635891050100327,0.01746482588350773,0.2533566653728485,0.1990234375,-0.24810165166854858,-0.098793950304389,-1.3113021850585938e-06
-2.3531454899999997,218,102.0,5989,446464,74,-0.009877687560219783,0.07620000287643051,2170,0.0003,0.2,0.063419,-0.007487067952752113,0.006170041859149933,0.25184643268585205,0.247705078125,-0.23017288744449615,-0.10100628100335599,-1.430511474609375e-06
-2.2930146,219,102.0,6017,448512,74,-0.008205527295649518,0.051707453591370724,2180,0.0003,0.2,0.06010707,0.03737927973270416,0.012889164499938488,0.25246909260749817,0.28828125,-0.2129201889038086,-0.08397755026817322,-1.6689300537109375e-06
-2.27080042,220,102.0,6044,450560,74,0.0016017983318306506,0.0528032325568347,2190,0.0003,0.2,0.07130679,-0.01976224035024643,0.019686797633767128,0.2523351013660431,0.2513671875,-0.2535974085330963,-0.08880680985748768,-1.1920928955078125e-06
