x,y,z
1.0,0.0,0.0
0.8828033,0.11943901,0.09057701
0.7727964,0.19358025,0.17944244
0.59491575,-0.024591783,0.32832596
0.45780137,0.1290624,0.4536489
0.3420852,-0.06471532,0.5666013
0.29480776,0.015941245,0.6217031
0.21637619,0.10043423,0.71665865
0.1470095,-0.027855642,0.78903043
0.16144507,-0.010916949,0.81128144
0.1506946,-0.031447984,0.8334714
0.13230482,0.01990457,0.86597484
0.08585056,0.007985065,0.91762173
0.04276793,0.056160416,0.9657576
0.08101835,0.026514271,0.9948467
0.07286943,0.03555299,1.0237787
0.055896565,0.02789534,1.0285264
0.069222756,0.004974544,1.0116941
0.07589595,0.017568715,1.01462
0.052755877,0.028474951,1.0312256
0.044773553,0.00092116074,1.0522746
0.037729442,0.029849587,1.039773
0.050785817,0.015753563,1.0364534
0.016439635,-0.0005838123,1.0220153
0.067825496,0.008234579,1.0178696
0.041246228,0.06279608,1.0065258
0.046853114,0.043533247,1.0327688
0.025468586,0.02944761,1.0326815
0.044256575,-0.024643863,1.0618122
-0.01211451,0.035680432,1.1172924
0.046706975,-0.005678675,1.0629996
0.04558244,-0.0009219326,1.0503098
0.028996417,0.04500079,1.0517961
0.033414867,0.011635974,1.0425699
0.05610545,-0.026425853,1.0169618
0.011223331,0.0027335687,0.9971567
0.05172785,-0.010180772,1.0092282
0.028003909,0.028875675,1.0654758
0.03753163,-0.0043158517,1.030074
0.063590065,-0.021935599,1.0478282
0.040006354,-0.0119735105,1.055638
0.045350708,-0.010276507,1.0473571
0.03492915,-0.010815059,1.0328974
0.023008063,-0.0004719229,1.0342784
0.01669645,0.042794537,1.034169
0.036877576,0.06894542,1.005542
0.050417762,-0.000350103,1.0036911
0.028462514,-0.016412051,1.0092812
0.032062113,-0.026947943,1.0104898
0.038460117,-0.023733536,1.0161229
0.019881217,-0.0018645044,1.0115347
0.010637534,-0.00034988823,1.0148454
0.025175517,-0.0022692133,1.0122784
0.006397903,-0.016561516,0.9938606
0.045807943,-0.023958186,1.0296922
-0.009276011,-0.020562015,1.0351338
-0.049527634,-0.008579058,1.0161912
-0.02431204,-0.017042255,1.0226216
0.04695243,0.0539131,0.94983464
-0.050924703,-0.05439252,1.0319514
0.02965918,-0.008529497,0.9806844
0.018468807,-0.023957662,1.0118783
0.02286405,-0.015825666,1.0060301
0.0072076377,0.019823544,1.0070938
0.012530281,-0.0016350897,0.99099207
0.015760027,0.03684047,1.0219352
0.026089417,0.0058755646,1.0287404
0.01469553,-0.0061538457,1.0174876
0.052551426,-0.0050095534,1.028949
0.042097855,-0.011854676,1.0319016
0.037652537,0.016236877,1.0204409
0.0053491048,-0.009775978,1.0267111
-0.002493364,-0.026293255,1.0336003
0.022742437,-0.027902052,1.0379578
0.0066109914,-0.0200237,1.0611446
0.011055759,-0.009314455,1.0182682
0.014378661,0.0022955176,1.0397285
0.049926464,-0.019689122,1.0159765
0.012732163,-0.007488996,1.0379996
0.033052873,-0.025501968,0.9865015
0.0020652153,0.04520189,1.0406357
0.060859315,0.015363334,0.9982459
0.061621565,0.025052397,0.9879358
0.024126278,-0.009807451,1.0153804
0.071230985,0.030978745,0.9939101
0.042319857,-0.007455388,1.0039103
0.041252483,0.025641415,1.0228885
0.016510542,0.027309325,1.0286926
0.024844911,0.006540705,1.0519464
0.06337298,-0.00014513574,1.0536159
0.046951562,0.044676643,1.0440739
0.014356844,0.023248767,1.0665894
0.06750269,0.00015701467,1.0594741
0.030803824,0.039076395,1.0700406
0.029189745,0.01503424,1.0290116
0.028752541,-0.009775769,1.040635
0.059254877,-0.012260033,1.0416518
0.042854767,-0.003742844,1.020664
0.04048807,0.014064692,1.031135
0.03177829,-0.008630801,1.0590445
