x,y,z
1.0,0.0,0.0
0.85957384,0.1187257,0.18182619
0.79675835,0.09239786,0.29024136
0.68795866,-0.02704731,0.4508419
0.64694107,0.0060900473,0.5449739
0.6125854,-0.040512476,0.63974726
0.5614471,-0.0018751889,0.73405546
0.5080658,-0.030382037,0.8283924
0.45268896,-0.03353607,0.92297035
0.3915649,-0.05289794,1.0157392
0.33170697,-0.0527934,1.0538195
0.27222574,-0.07969907,1.0909764
0.20870213,-0.031409953,1.1035495
0.16318591,-0.023055905,1.1240845
0.1118633,-0.032869495,1.1629689
0.0625284,-0.046490043,1.1585809
0.0041199042,-0.03313924,1.1534367
-0.009634347,-0.028040148,1.1480031
-0.008784694,-0.06265989,1.1421133
-0.0035427534,-0.023845546,1.1359291
-0.010434447,-0.013790568,1.1301938
-0.01658895,-0.011126225,1.1249622
-0.014574286,-0.030436521,1.1188222
-0.014180819,-0.0029379197,1.1136051
-0.00080503133,0.007962554,1.1091788
-0.029594762,0.03228915,1.1038433
-0.016092436,0.0022335683,1.0984191
-0.033072527,-0.035554953,1.0929723
-0.03740674,-0.017395118,1.0876766
-0.024808504,-0.0016572385,1.0817094
-0.008174472,0.017077703,1.0759863
0.025862006,-0.0007111244,1.0704832
-0.001723025,-0.02187979,1.0654802
-0.012291886,-0.025018059,1.0747821
-0.047192357,-0.022828126,1.0693221
-0.04000017,-0.023101743,1.0633907
-0.026939878,0.0006368157,1.0918291
-0.014565951,0.0024311978,1.0865088
-0.007343693,-0.008785156,1.0801159
-0.00053144846,0.0032814636,1.0801975
-0.0230533,-0.0059008985,1.0743921
-0.0064671724,-0.00025241319,1.069246
-0.00037557958,0.008719439,1.0757889
-0.027860036,0.012904682,1.0704495
0.0052001714,0.018774064,1.0650691
0.011280151,0.024487432,1.0798666
0.01566868,0.0018778592,1.074158
0.011367527,0.020402005,1.068853
0.010456167,-0.0057343207,1.0633525
0.0031947957,-0.002414576,1.0579675
-0.011184867,-0.014217942,1.0527691
0.00040381955,0.0110186655,1.049445
-0.023624161,0.008328069,1.0487709
-0.036324766,-0.021710765,1.0429375
-0.02006835,-0.0048117586,1.0376704
-0.029287484,0.0061170864,1.033503
0.008844345,0.005450708,1.0495552
-0.01541232,-0.021813555,1.0656776
-0.043693967,-0.0004133968,1.0810653
-0.06803603,0.021430213,1.0758823
-0.049669478,0.0050746086,1.0702931
-0.02897803,0.006852748,1.064584
-0.024175376,-0.034675147,1.064779
0.0066288463,-0.036757056,1.0653852
-0.0054846355,-0.039539076,1.0592048
-0.001093429,-0.010815286,1.0742178
0.00056439603,-0.0024692365,1.0698503
0.004141768,-0.00597762,1.0714098
-0.009572029,0.0074503087,1.0659692
-0.010921754,0.017466366,1.0602487
-0.009701123,0.02316446,1.0540748
-0.015524201,0.026411338,1.0496098
-0.012039452,-0.0009784749,1.0443593
-0.011543033,-0.004694339,1.0388376
-0.008085503,-0.049801197,1.0327452
-0.017294778,-0.018138913,1.0492647
-0.0074171643,-0.013091668,1.0437714
-0.047349386,-0.003594736,1.0385848
-0.019347591,0.012218254,1.0336573
-0.025339859,0.0031302876,1.0356312
-0.024764054,0.016417725,1.0331267
-0.012213228,-0.0067718658,1.0278174
-0.019854771,0.00806977,1.0503714
-0.029651977,0.0044828416,1.0607545
-0.037699386,-0.0094228955,1.0546011
-0.03876824,-0.015674343,1.0717324
-0.031111075,0.005282601,1.0659541
-0.0021108615,0.0048862984,1.0601941
0.012324078,0.018882368,1.0604477
0.019481763,-0.0024585612,1.0575447
0.00926207,0.0005061356,1.0603085
0.0032500662,-0.005823488,1.0551306
-0.014171864,0.007929878,1.0659589
-0.0050036362,-0.015035091,1.0728872
-0.023881596,0.015539984,1.0945009
0.00874242,-0.005890802,1.0895848
-0.022061657,-0.017349808,1.0835413
-0.010759681,0.006476566,1.0781045
-0.014175697,0.0318226,1.0728195
-0.013756663,0.021277696,1.0672457
